rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,stream_category
56,spotify:track:0dcnrLo8s1rhjm8euGjI4n,TREASURE,DARARI,YG Entertainment,8,49,16,576357,5
57,spotify:track:6wdCelHrPh7UfliNjwRTUv,Ben&Ben,Leaves,Warner Music Philippines,40,55,228,562418,5
58,spotify:track:4h4QlmocP3IuwYEj2j14p8,"Nicky Youre, dazy",Sunroof,Thirty Knots/Columbia,58,79,8,552808,5
59,spotify:track:5TTXEcfsYLh6fTarLaevTi,NIKI,lowkey,88rising Music,26,57,125,548284,4
60,spotify:track:3ueq4reab02CypseErxvwS,South Border,Rainbow,PolyEast Records,53,59,285,543185,4
61,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,Kemosabe Records/RCA Records,15,66,45,512199,4
62,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,"Big Machine Records, LLC",12,60,31,509873,4
63,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,3,62,62,505219,4
64,spotify:track:3OpGUlDmRUXh0NkIYWoIlD,Parokya Ni Edgar,Your Song,Universal Records,34,63,248,502855,4
65,spotify:track:0O6u0VJ46W86TxN9wgyqDj,"Post Malone, Doja Cat",I Like You (A Happier Song) (with Doja Cat),Mercury Records/Republic Records,65,-1,1,498007,4
66,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,23,67,47,496890,4
67,spotify:track:0Q5VnK2DYzRyfqQRJuUtvi,IVE,LOVE DIVE,STARSHIP Entertainment,16,61,10,492990,4
68,spotify:track:24ngpWhBOxKJtIPnzSNX8c,December Avenue,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),Tower of Doom Music,12,70,139,477529,4
69,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,1,72,86,473724,4
70,spotify:track:2VeGifKR8RbINCfWcRb5qH,"Cliff, Yden",Sunsets With You,Warner Music Philippines,60,65,7,471507,4
71,spotify:track:296nXCOv97WJNRWzIBQnoj,LE SSERAFIM,FEARLESS,SOURCE MUSIC,48,58,6,469202,4
72,spotify:track:2v5VIWMjZxeiG52KckiXxS,Silent Sanctuary,Ikaw Lamang,Universal Records,48,69,129,467605,4
73,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,Universal Republic Records,73,87,41,462821,4
74,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",74,95,3,462075,4
75,spotify:track:663vZfMh88Uo2bfTx6wiE4,"Janine Teñoso, Arthur Nery",Pelikula,Viva Records,32,75,47,461371,4
76,spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,1,71,74,460087,4
77,spotify:track:092cPwFlwBXdB3QF3X469W,Arthur Nery,Binhi,O/C Records,13,64,64,451167,4
78,spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl,LANY,Malibu Nights,Polydor Records,2,73,192,449525,3
79,spotify:track:1t7AA4xxqEseapeIJCiQ5l,APO Hiking Society,When I Met You,Universal Records,49,84,64,443766,3
80,spotify:track:20JlaQj9irFjFb8X0SKKS7,Moira Dela Torre,Before It Sinks In,Star Music,80,90,34,440923,3
81,spotify:track:2xCkiGqGMkAIg6fQTag51C,Unique Salonga,Sino,O/C Records,78,78,43,439764,3
82,spotify:track:4d1CG5ei1E2vGbvmgf5KKv,Taylor Swift,This Love (Taylor’s Version),Taylor Swift,18,68,5,432736,3
83,spotify:track:4qu63nuBpdn0qHUHuObEj1,"Marshmello, Jonas Brothers",Leave Before You Love Me (with Jonas Brothers),Republic Records,37,85,26,430851,3
84,spotify:track:7mFj0LlWtEJaEigguaWqYh,"Megan Thee Stallion, Dua Lipa",Sweetest Pie,300 Entertainment,83,93,10,429003,3
85,spotify:track:5F1ZmucV0uJY14y2dYKePa,Joji,Sanctuary,88rising Music/Warner Records,17,82,115,428879,3
86,spotify:track:2MJz8BxxMsERULatmBikDH,Pink Sweat$,At My Worst,Atlantic Records,1,81,92,428736,3
87,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,9,91,30,423308,3
88,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,"Big Machine Records, LLC",85,92,91,417942,3
89,spotify:track:4JSDhJVmo2UqdF7nxbyenn,Hale,Kung Wala Ka,Polyeast,47,98,270,409589,3
90,spotify:track:47sq83n5WN22ZzYnGn8aTy,"Adie, Janine Berdin",Mahika,O/C Records,90,-1,1,408177,3
91,spotify:track:1XGmzt0PVuFgQYYnV2It7A,"Maroon 5, Wiz Khalifa",Payphone,Interscope Records*,9,86,31,407982,3
92,spotify:track:0WOvSEVpUGkNufX0w0M06F,LANY,13,Polydor Records,15,83,174,407011,3
93,spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,Olivia Rodrigo PS,2,74,56,406366,3
94,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,24,96,38,405915,3
95,spotify:track:4u8RkgV6P4TLi89SmlUtv8,IV Of Spades,Mundo,Warner Music Philippines,1,100,226,404707,3
96,spotify:track:1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,XO / Republic Records,11,97,59,404616,3
97,spotify:track:2IAR0DziHCjSu16gR4ihvy,Bruno Major,Nothing,Bruno Major,20,89,32,403109,3
98,spotify:track:4CnA1w7WulFrRPehCWDULz,Alfie Castley,Teenage Mona Lisa,Alfie Castley,30,88,20,402514,3
99,spotify:track:1X4l4i472kW5ofFP8Xo0x0,I Belong to the Zoo,Sana - Single Version,I Belong to the Zoo,1,151,203,400824,3
100,spotify:track:0UHB9METy4VCXNgkcGqHqS,Rihanna,Kiss It Better,Roc Nation / Rihanna,100,114,6,399211,3
101,spotify:track:5l9g7py8RCblcvbZgGQgSd,Ben&Ben,Pagtingin,Sony Music Entertainment,2,94,162,392168,3
102,spotify:track:2aTKrdenCq5qBOoJPFdn4P,Jamie Miller,Here's Your Perfect,Atlantic Records,2,99,52,378662,3
103,spotify:track:0mL82sxCRjrs3br407IdJh,The Weeknd,Is There Someone Else?,XO / Republic Records,103,120,6,376127,3
104,spotify:track:1yDiru08Q6omDOGkZMPnei,Ben&Ben,Maybe The Night,Warner Music Philippines,1,101,228,373445,3
105,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,13,104,98,369710,3
106,spotify:track:3Eb5sztvEMa0Mqnb8DUAlU,IV Of Spades,Come Inside Of My Heart,Warner Music Philippines,83,103,63,369372,3
107,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,Atlantic Records UK,24,109,39,365060,3
108,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,Lauv,3,107,263,362871,3
109,spotify:track:4HBZA5flZLE435QTztThqH,"Ariana Grande, Justin Bieber",Stuck with U (with Justin Bieber),"Ariana Grande & Justin Bieber ""Stuck With U""- Charity",1,106,109,361011,3
110,spotify:track:1mWdTewIgB3gtBM3TOSFhB,BTS,Butter,BIGHIT MUSIC,1,130,55,360779,3
111,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,111,129,51,359986,3
112,spotify:track:3FuZUeJbuejOfpbvuqp8QL,Arthur Miguel,"Dito, Sa Ilalim Ng Buwan",Warner Music Philippines,58,102,21,359498,3
113,spotify:track:2BgD4nRyx9EZ5o8YEnjRSV,"December Avenue, Moira Dela Torre",Kung 'Di Rin Lang Ikaw,Tower of Doom Music,1,115,203,356141,3
114,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,happier,Olivia Rodrigo PS,5,112,55,355884,3
115,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,Columbia,43,121,38,355424,3
116,spotify:track:0087fDVeNhuyMtST91RMjv,Silent Sanctuary,Kundiman,Universal Records,80,110,63,353036,3
117,spotify:track:04qDUASuSfVp6fktfsxVej,"Caleb Santos, Viva Music Publishing Inc.",I Need You More Today,Viva Records Corporation,89,124,116,352818,3
118,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,"Big Machine Records, LLC",94,126,34,351451,3
119,spotify:track:4tyEfRWLgYkWQaowoHXoba,Moira Dela Torre,Kumpas - Theme of “2 Good 2 Be True”,Star Music,119,-1,1,351214,3
120,spotify:track:00mBzIWv5gHOYxwuEJXjOG,December Avenue,Sa Ngalan Ng Pag-Ibig,Tower of Doom Music,2,116,224,348799,2
121,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,11,113,29,345413,2
122,spotify:track:32vE1nuG8T9c8bhmZdRY6d,"Post Malone, Roddy Ricch",Cooped Up (with Roddy Ricch),Mercury Records/Republic Records,122,153,3,340988,2
123,spotify:track:5elW2CKSoqjYoJ32AGDxf1,ENHYPEN,Polaroid Love,BELIFT LAB,15,122,22,339269,2
124,spotify:track:4iJyoBOLtHqaGxP12qzhQI,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),RBMG/Def Jam,2,111,64,336720,2
125,spotify:track:4VoJCUgNmnqG2qF0peDBkw,Stephen Speaks,Out of My League,Rippley Records,72,131,193,335850,2
126,spotify:track:3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),Kemosabe Records/RCA Records,9,127,61,333951,2
127,spotify:track:6OcCk1dbAb7XNHsC098oEM,"Kelsea Ballerini, LANY",I Quit Drinking,Black River Entertainment,53,118,46,332875,2
128,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),Golden Child Recordings,12,117,233,331435,2
129,spotify:track:22Nd3GuO7sHopPjdKccRcq,mrld,An Art Gallery Could Never Be As Unique As You,O/C Records,129,139,6,327809,2
130,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,24,128,31,326094,2
131,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,1,137,285,325099,2
132,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,Columbia,54,132,125,324574,2
133,spotify:track:0dJPIIlTmVM0lambbFgAYq,December Avenue,Eroplanong Papel,Tower of Doom Music,100,136,43,324023,2
134,spotify:track:2oupN96VwNrbONyMtTWGjH,"Nik Makino, Flow G",MOON,Kino Sound,134,-1,1,324020,2
135,spotify:track:7vu53hQrIoH7UGeh6qcct1,Zack Tabudlo,As You Are,Universal Music Philippines Inc.,120,123,6,324000,2
136,spotify:track:1pi3VCMlGVaXvrjlVOkBPN,Music Hero,KLWKN,Tape Inc.,6,140,107,319030,2
137,spotify:track:4Yxc55NX3tAXC2mHRAhtcW,"Olivia Rodrigo, Disney","All I Want - From ""High School Musical: The Musical: The Series""",Walt Disney Records,124,125,18,316525,2
138,spotify:track:7fYRg3CEbk6rNCuzNzMT06,"Calvin Harris, Dua Lipa, Young Thug",Potion (with Dua Lipa & Young Thug),Columbia,138,152,2,311500,2
139,spotify:track:5QDLhrAOJJdNAmCTJ8xMyW,BTS,Dynamite,BIGHIT MUSIC,1,192,94,310593,2
140,spotify:track:0SzvXb3BAWgTHACbIXGNPa,Kamikazee,Halik,Universal Records,118,163,41,310541,2
141,spotify:track:65sEZZaxTjLMD8vNgPoMz5,Magnus Haven,Imahe,Warner Music Philippines,1,142,143,310358,2
142,spotify:track:2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,2002,Atlantic Records UK,4,144,216,309900,2
143,spotify:track:0ClPIeT6MSgfSgQ9ZrJbAq,Charlie Puth,Cheating on You,Artist Partner,13,145,57,309717,2
144,spotify:track:4Yp8lnGcIde2SWAqrMM3v9,The Itchyworms,Akin Ka Na Lang,Universal Records,97,133,17,309366,2
145,spotify:track:4y5bvROuBDPr5fuwXbIBZR,Taylor Swift,Paper Rings,Taylor Swift,30,147,23,306588,2
146,spotify:track:4j5ffIFh7bFT7GZciP1TCy,"Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",Warner Music Nashville,2,148,140,306070,2
147,spotify:track:2gzhQaCTeNgxpeB2TPllyY,"Jimin, HA SUNG WOON",With you,"Genie Music Corporation, Stone Music Entertainment",36,105,7,305106,2
148,spotify:track:3U8MbjNAP56IrzpbEFn1qN,Al James,Pa-umaga,ProducedbyJimP,53,138,58,303263,2
149,spotify:track:1Ov37jtRQ2YNAe8HzfczkL,Taylor Swift,Wildest Dreams (Taylor's Version),Taylor Swift,12,141,37,303236,2
150,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),Warner Records,7,161,85,302956,2
151,spotify:track:2j1Es5qEl4pD8GEe2WsYgP,SEVENTEEN,Darl+ing,PLEDIS Entertainment,36,76,6,302855,2
152,spotify:track:1is8gU4RVcN4J8xItxWoOY,Clinton Kane,I GUESS I'M IN LOVE,Columbia,4,150,42,302167,2
153,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,126,165,13,302153,2
154,spotify:track:6084YrOaMYkSSlPxDmzKGV,"Alisson Shore, Kiyo",Urong Sulong,LABRYNTH,81,160,109,301771,2
155,spotify:track:5nMKJJ5Rl6X1yn58aVeICO,December Avenue,Bulong,Tower of Doom Music,8,155,125,300982,2
156,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,80,157,98,295643,2
157,spotify:track:5oH4DQAuu1J1800RzUsBWa,"PSY, SUGA",That That (prod. & feat. SUGA of BTS),P NATION,44,135,6,295156,2
158,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Atlantic Records,53,172,232,292469,2
159,spotify:track:0PQ84nbR1Owkr7RtGBmZI7,Arthur Miguel,Crazier,Warner Music Philippines,39,162,48,290605,2
160,spotify:track:0kn2gu8Pd03DiYHzRvX2Xk,Conan Gray,Wish You Were Sober,Republic Records,112,149,13,290496,2
161,spotify:track:6uvh0In7u1Xn4HgxOfAn8O,Harry Styles,Matilda,Columbia,69,119,3,290011,2
162,spotify:track:0CatzXH85XWyBqqdB6qPMB,NCT DREAM,Beatbox,SM Entertainment,162,-1,1,289873,2
163,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,Taylor Swift,Getaway Car,"Big Machine Records, LLC",163,-1,2,289735,2
164,spotify:track:6FTQJjBTyBmjluSDwzHMNh,"Zack Tabudlo, Moira Dela Torre",Iba (ft. Moira Dela Torre),Universal Music Philippines Inc.,63,168,13,289379,2
165,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,13,178,37,288106,2
166,spotify:track:3RauEVgRgj1IuWdJ9fDs70,Taylor Swift,The Man,Taylor Swift,14,164,29,287154,2
167,spotify:track:0Ryd8975WihbObpp5cPW1t,"Ariana Grande, Social House",boyfriend (with Social House),Republic Records,13,200,19,285088,2
168,spotify:track:18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,comethru,Republic Records,4,166,181,285049,2
169,spotify:track:4nTjkWK590oBDcnIxTr1mI,Justin Bieber,Favorite Girl,RBMG/Def Jam,54,146,20,284129,2
170,spotify:track:1I4lCSP69P74nU3a6Su5L2,"Duke & Jones, Louis Theroux",Jiggle Jiggle,Robots & Humans,170,-1,1,282797,2
171,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,20,179,94,280723,2
172,spotify:track:7n2FZQsaLb7ZRfRPfEeIvr,IVE,ELEVEN,STARSHIP Entertainment,18,171,27,280425,2
173,spotify:track:4RVwu0g32PAqgUiJoXsdF8,Billie Eilish,Happier Than Ever,Darkroom/Interscope Records,31,181,45,280027,2
174,spotify:track:5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,favorite crime,Olivia Rodrigo PS,20,182,43,279787,2
175,spotify:track:3HQirj18HMpG93YJBHGBl1,"Ben&Ben, Moira Dela Torre",Pasalubong - feat. Moira Dela Torre,Sony Music Entertainment,11,180,44,278549,2
176,spotify:track:2Mo4pOpCYXOu33856sMQLh,Ben&Ben,Make It With You,Star Music,1,174,130,276944,2
177,spotify:track:0y60itmpH0aPKsFiGxmtnh,WILLOW,Wait a Minute!,Roc Nation W Smith P&D,91,159,11,276811,2
178,spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,Republic Records,4,187,85,276310,2
179,spotify:track:4UG2Fm0E98LhE2dlNxiAXx,JVKE,this is what falling in love feels like,JVKE,112,184,14,276224,2
180,spotify:track:2v6jmF6VQWS96x6tSg05IC,Arthur Nery,TAKE ALL THE LOVE,Viva Records,65,173,25,276164,2
181,spotify:track:135ggzbjOogZ75IQ0LQi8r,Eraserheads,Ang Huling El Bimbo,Musiko,43,189,273,276015,2
182,spotify:track:1nltpRhEiXikwDlVn4UADk,"Post Malone, The Weeknd",One Right Now (with The Weeknd),Mercury Records/Republic Records,33,154,31,275870,2
183,spotify:track:02VBYrHfVwfEWXk5DXyf0T,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,Aftermath Entertainment/Atlantic,1,186,66,274850,2
184,spotify:track:2bOIWTTDL1XmHcaPWaCdek,Ric Segreto,Don't Know What to Say - Don't Know What to Do,Vicor Music Corporation,184,197,2,274777,2
185,spotify:track:1x8pFCRfBnDqckyB6mlZci,"MC Einstein, Flow G, Jekkpot, Yuridope",Titig,Haftway House,19,185,115,273580,2
186,spotify:track:0gDRtumoR9ZrvAlnniToMz,"Moira Dela Torre, Jason Marvin",Ikaw At Ako,Star Music,2,143,151,273257,2
187,spotify:track:1qE8DOtw7zdXHMgZm20eLM,TWICE,The Feels,Republic Records - TWICE,9,183,36,272408,2
188,spotify:track:46Ga2kf5pfMcFINTIx0kXI,Gatton,rainbow,1045554 Records DK,141,158,4,270746,2
189,spotify:track:6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,Atlantic Records UK,36,193,274,270358,2
190,spotify:track:3XYRV7ZSHqIRDG87DKTtry,BTS,Permission to Dance,BIGHIT MUSIC,1,-1,46,270019,2
191,spotify:track:573EXMFHsEKPRSy08G91Sr,"Katharine McPhee, Jason Reeves",Terrified,KATHARINE MCPHEE,105,-1,87,269715,2
192,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Iris,Warner Records,85,188,193,269344,2
193,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,6,-1,10,269076,2
194,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,The Script,The Man Who Can't Be Moved,Epic/Phonogenic,99,-1,119,268962,2
195,spotify:track:2aw9gph33z3qCtAD6pmTPx,Skusta Clee,Lagi,Panty Droppaz League,3,175,50,267556,2
196,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,Republic Records,5,-1,131,266793,2
197,spotify:track:2rTZjgC9zLLbo3y0asW8Ao,Lance Santdas,Tunay,JIFI,85,-1,37,266146,2
198,spotify:track:7ef4DlsgrMEH11cDZd32M6,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),Sony Music UK,10,-1,36,265684,2
199,spotify:track:0ztDBQdQmdVZvorSmIjMih,Moira Dela Torre,Tagpuan,Star Music,2,167,161,265288,2
200,spotify:track:3aYCsSuW6ZgIESGteMF586,Freestyle,Once In A Lifetime,Viva Records Corporation,200,-1,1,263462,2
