rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
93,"spotify:track:4rG3h1QwgjSSWz8EIjCFrm","Ben&Ben","Araw-Araw","Sony Music Entertainment",23,98,194,"755598"
94,"spotify:track:3PgjBOoA5OytNGkglObpOd","Ben&Ben","Sa Susunod na Habang Buhay","Sony Music Entertainment",2,92,170,"753725"
95,"spotify:track:1oYQtNQUxSODedcc5hPmp9","Ace Banzuelo","Muli","Sony Music Entertainment",2,95,55,"750279"
96,"spotify:track:1qrpoAMXodY6895hGKoUpA","Taylor Swift","You Belong With Me (Taylor’s Version)","Taylor Swift",11,86,50,"749608"
97,"spotify:track:5hCJIUsAqjKFlvKrvCcUIb","Bosx1ne, John Roa, Skusta Clee, Emcee Rhenn, Flow G, Bullet-D, Kent Mnl","Need You","Ex Battalion Music",58,89,26,"743910"
98,"spotify:track:08hFNg8Oz3lvaAms7qrIif","Hale","The Day You Said Goodnight","PolyEast Records",41,99,247,"732652"
99,"spotify:track:22bPsP2jCgbLUvh82U0Z3M","Taylor Swift","The Way I Loved You (Taylor’s Version)","Taylor Swift",17,94,53,"732561"
100,"spotify:track:7KokYm8cMIXCsGVmUvKtqf","Taylor Swift","Karma","Taylor Swift",11,143,17,"728023"
101,"spotify:track:0otRX6Z89qKkHkQ9OqJpKt","James Arthur","Car's Outside","Columbia Local",101,102,6,"721379"
102,"spotify:track:3kdDccXEVz0snh6mcL4eFj","Cean Jr.","YK","O/C Records",67,97,17,"720265"
103,"spotify:track:5enxwA8aAbwZbf5qCHORXi","Taylor Swift","All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",1,103,81,"713611"
104,"spotify:track:3qoftcUZaUOncvIYjFSPdE","Taylor Swift","Bejeweled","Taylor Swift",8,188,32,"705807"
105,"spotify:track:3afkJSKX0EAMsJXTZnDXXJ","Troye Sivan","Strawberries & Cigarettes","EMI Recorded Music Australia Pty Ltd",22,106,180,"703670"
106,"spotify:track:5Y35SjAfXjjG0sFQ3KOxmm","SZA","Nobody Gets Me","Top Dawg Entertainment/RCA Records",15,101,25,"702942"
107,"spotify:track:4z7xboLD3PqY9dOUscS2ly","mrld","Ikaw Pa Rin","O/C Records",35,80,34,"697424"
108,"spotify:track:1o6uF8VmXna99ysHTcQRI2","SB19","GENTO","Sony Music Entertainment",108,171,2,"695765"
109,"spotify:track:34ob61cxp34Sf7KHK6RnSU","PDL, Skusta Clee, Yuridope","Sa Susunod Na Lang","Panty Droppaz League",5,79,181,"695352"
110,"spotify:track:12M5uqx0ZuwkpLp5rJim1a","Taylor Swift","Cornelia Street","Taylor Swift",22,170,16,"686775"
111,"spotify:track:1vvcEHQdaUTvWt0EIUYcFK","Kodak Black, NLE Choppa, Jimin, JVKE, Muni Long","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)","APG Inc – FF10",88,88,2,"675904"
112,"spotify:track:5ABJ0rNmVmLsyiPxOEwe9e","Silent Sanctuary","Bumalik Ka Na Sa'kin","Ivory Music & Video, Inc.",66,96,49,"675882"
113,"spotify:track:3eX0NZfLtGzoLUxPNvRfqm","Taylor Swift","Maroon","Taylor Swift",5,-1,21,"672482"
114,"spotify:track:4SqWKzw0CbA05TGszDgMlc","The Walters","I Love You So","Warner Records",10,91,87,"669338"
115,"spotify:track:68HocO7fx9z0MgDU0ZPHro","NIKI","Every Summertime","MARVEL/Hollywood Records, Inc./Interscope Records",2,100,76,"665064"
116,"spotify:track:6rIx9meOtOHDoo6ryRUdHv","December Avenue","Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack)","Tower of Doom",12,120,190,"663606"
117,"spotify:track:70t7Q6AYG6ZgTYmJWcnkUM","IVE","I AM","Starship Entertainment",35,77,8,"653048"
118,"spotify:track:4uOBL4DDWWVx4RhYKlPbPC","(G)I-DLE","Queencard","Cube Entertainment",118,130,2,"645520"
119,"spotify:track:011GTFfE8rqTRMhz5g8IAW","Al James, Rjay Ty, Lexus","Repeat","Al James",39,107,69,"639657"
120,"spotify:track:0bhzB5PBUVqZSux5Y7t5ED","Silent Sanctuary","Ikaw Lamang","Universal Records",48,122,180,"638545"
121,"spotify:track:55RMhrPQYA6vLu5YMgXxFD","Zack Tabudlo","Binibini","Universal Music Philippines Inc.",1,124,113,"638193"
122,"spotify:track:5l9g7py8RCblcvbZgGQgSd","Ben&Ben","Pagtingin","Sony Music Entertainment",2,119,213,"637067"
123,"spotify:track:3pCt2wRdBDa2kCisIdHWgF","Pamungkas","To the Bone","Mas Pam Records",5,138,104,"632967"
124,"spotify:track:1fDFHXcykq4iw8Gg7s5hG9","The 1975","About You","Dirty Hit",74,115,32,"632807"
125,"spotify:track:2m6Ko3CY1qXNNja8AlugNc","Troye Sivan","Angel Baby","EMI Recorded Music Australia Pty Ltd",1,125,90,"628622"
126,"spotify:track:6wdCelHrPh7UfliNjwRTUv","Ben&Ben","Leaves","Warner Music Philippines",40,127,279,"627619"
127,"spotify:track:0JXXNGljqupsJaZsgSbMZV","Miguel","Sure Thing","Jive",9,110,27,"623712"
128,"spotify:track:5CZ40GBx1sQ9agT82CLQCT","Olivia Rodrigo","traitor","Olivia Rodrigo PS",4,117,106,"623596"
129,"spotify:track:1R0a2iXumgCiFb7HEZ7gUE","Taylor Swift","Don’t Blame Me","Big Machine Records, LLC",51,108,54,"622154"
130,"spotify:track:7ArVzlFsFsQXNseVXmdOyk","Denise Julia","NVMD","Denise Julia",14,111,58,"614098"
131,"spotify:track:4xqrdfXkTW4T0RauPLv3WA","Conan Gray","Heather","Republic Records",13,114,149,"613851"
132,"spotify:track:69u8qQcaA3o0A7Ko87juqp","Orange & Lemons","Hanggang Kailan - Umuwi Ka Na Baby","Universal Records",48,121,226,"610171"
133,"spotify:track:26b3oVLrRUaaybJulow9kz","Libianca","People","5K Records Limited",133,-1,1,"609514"
134,"spotify:track:2HbKqm4o0w5wEeEFXm2sD4","Kendrick Lamar, Jay Rock","Money Trees","Aftermath",95,104,5,"608235"
135,"spotify:track:0D1ecMMsSIpJbjPoJMHGkV","Parokya Ni Edgar","Your Song","Universal Records",34,133,299,"603155"
136,"spotify:track:2nfluhFVrO5OBXPzRWlwlz","ENHYPEN","Bills","BELIFT LAB",118,118,2,"600151"
137,"spotify:track:4JSDhJVmo2UqdF7nxbyenn","Hale","Kung Wala Ka","Polyeast",47,126,321,"597507"
138,"spotify:track:6GGtHZgBycCgGBUhZo81xe","Lana Del Rey","Say Yes To Heaven","Polydor Records",132,132,2,"595952"
139,"spotify:track:1SymEzIT3H8UZfibCs3TYi","Taylor Swift","Afterglow","Taylor Swift",50,142,18,"594281"
140,"spotify:track:6HVT2c1ZZdhH1nGFb4AxUJ","Cup of Joe","Estranghero","Viva Records",86,141,19,"593879"
141,"spotify:track:1r03A3l9m1XWR9iGFuGQbe","Calvin De Leon, Kiyo","Ano Na? (feat. Kiyo)","1325426 Records DK2",81,137,16,"592892"
142,"spotify:track:3r8RuvgbX9s7ammBn07D3W","NewJeans","Ditto","ADOR",3,113,24,"591401"
143,"spotify:track:0W4NhJhcqKCqEP2GIpDCDq","Keyshia Cole","Love","A&M (UC)",102,116,17,"590535"
144,"spotify:track:7gRFDGEzF9UkBV233yv2dc","BLACKPINK","Shut Down","YG Entertainment",1,109,37,"584575"
145,"spotify:track:1cknB5OmLMuJFmdDzQpCIv","South Border","Rainbow","PolyEast Records",53,189,331,"578815"
146,"spotify:track:1O8zCu3dLLPxkbGfIsbRgE","Doechii, Kodak Black","What It Is (Block Boy) (with Kodak Black)","Top Dawg Entertainment/Capitol Records",140,140,2,"576383"
147,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",3,128,44,"574051"
148,"spotify:track:0B7wvvmu9EISAwZnOpjhNI","Bruno Mars","When I Was Your Man","Atlantic Records",71,123,37,"573007"
149,"spotify:track:4y5bvROuBDPr5fuwXbIBZR","Taylor Swift","Paper Rings","Taylor Swift",30,157,56,"572694"
150,"spotify:track:029wtk4SD7qKs63ulhgtUc","OLG Zak, Realest Cram, ENZO MF","Don't Play With Us","Ghost Worldwide",150,-1,1,"562182"
151,"spotify:track:5HrIcZOo1DysX53qDRlRnt","TAEYANG, LISA","Shoong! (feat. LISA of BLACKPINK)","THEBLACKLABEL",102,192,5,"561927"
152,"spotify:track:3AJwUDP919kvQ9QcozQPxg","Coldplay","Yellow","Parlophone UK",80,135,149,"561017"
153,"spotify:track:4ewazQLXFTDC8XvCbhvtXs","Joji","Glimpse of Us","88rising Music/Warner Records",1,148,51,"553458"
154,"spotify:track:63bmIgH9sS6sX5Sc7MetGq","Zack Tabudlo","Habang Buhay","Universal Music Philippines Inc.",2,158,88,"552980"
155,"spotify:track:4EI8VuxUuIHKfafU72emqz","Mariah Carey","We Belong Together","Def Jam Recordings",136,136,27,"551451"
156,"spotify:track:5mg3VB3Qh7jcR5kAAC4DSV","FIFTY FIFTY","Cupid","WM Korea",46,129,13,"550486"
157,"spotify:track:6YvqWjhGD8mB5QXcbcUKtx","Taylor Swift","Love Story (Taylor’s Version)","Taylor Swift",4,153,29,"550090"
158,"spotify:track:1RMJOxR6GRPsBHL8qeC2ux","Daniel Caesar, H.E.R.","Best Part (feat. H.E.R.)","Golden Child Recordings",12,144,284,"547842"
159,"spotify:track:7BqBn9nzAq8spo5e7cZ0dJ","Bruno Mars","Just the Way You Are","Atlantic Records",53,152,283,"547087"
160,"spotify:track:0VE4kBnHJUgtMf0dy6DRmW","Taylor Swift","Getaway Car","Big Machine Records, LLC",134,169,31,"545223"
161,"spotify:track:663vZfMh88Uo2bfTx6wiE4","Janine Teñoso, Arthur Nery","Pelikula","Viva Records",32,149,98,"541466"
162,"spotify:track:6Al0RruBBzC6ft8u1p78hG","Silent Sanctuary","Kundiman","Universal Records",80,178,101,"540831"
163,"spotify:track:3AOf6YEpxQ894FmrwI9k96","SEVENTEEN","Super","PLEDIS Entertainment",40,105,6,"537266"
164,"spotify:track:4iRRAvxPPWXQp3mV1rAbPF","NOBITA","Unang Sayaw","Sony Music Entertainment",12,151,85,"537071"
165,"spotify:track:6koKhrBBcExADvWuOgceNZ","SZA, Travis Scott","Open Arms (feat. Travis Scott)","Top Dawg Entertainment/RCA Records",150,160,9,"534051"
166,"spotify:track:0xaKCWpX4CBSqwh7CQa4EG","Al James","PSG","Al James",9,156,72,"531941"
167,"spotify:track:0ll8uFnc0nANY35E0Lfxvg","Keane","Somewhere Only We Know","Universal-Island Records Ltd.",76,154,43,"526572"
168,"spotify:track:0a4MMyCrzT0En247IhqZbD","NewJeans","Hype Boy","ADOR",19,155,43,"522079"
169,"spotify:track:2BDrpeAnTxCurLt38yDSrE","Lo ki","Kagome","DRP Records",6,173,64,"520179"
170,"spotify:track:1x8pFCRfBnDqckyB6mlZci","MC Einstein, Flow G, Jekkpot, Yuridope","Titig","Haftway House",19,166,120,"520076"
171,"spotify:track:5F1ZmucV0uJY14y2dYKePa","Joji","Sanctuary","88rising Music/Warner Records",17,139,166,"520019"
172,"spotify:track:2LLefAaNp1nmmCePiSVMIZ","Mayonnaise","Jopay","Sony Music Entertainment",5,150,44,"519802"
173,"spotify:track:2aoiMd5FGyG5NfVDdiwjuM","O.C. Dawgs, Future Thug","Akala Ko Nung Una (feat. Future Thug)","Panty Droppaz League",84,147,5,"518950"
174,"spotify:track:6brl7bwOHmGFkNw3MBqssT","Ne-Yo","So Sick","Def Soul",77,146,282,"515243"
175,"spotify:track:0EA8jl8Wje9ALRKC8Qlzyt","Arthur Nery, Jason Dhakal","Happy w u","Viva Records",21,184,98,"514228"
176,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group, LLC",155,163,4,"511325"
177,"spotify:track:0wavGRldH0AWyu2zvTz8zb","Taylor Swift","Sweet Nothing","Taylor Swift",12,-1,9,"510511"
178,"spotify:track:5zwwW9Oq7ubSxoCGyW1nbY","BLACKPINK","Pink Venom","YG Entertainment",1,145,41,"509408"
179,"spotify:track:6VhuP99TE6gYNQRJIlAWFD","Stephen Sanchez","Until I Found You","Republic Records",7,162,56,"508256"
180,"spotify:track:0WdR2AyLW1Drd3OUdwezM0","Ariana Grande","everytime","Republic Records",49,180,14,"507351"
181,"spotify:track:0A1JLUlkZkp2EFrosoNQi0","Taylor Swift","Labyrinth","Taylor Swift",10,-1,10,"506436"
182,"spotify:track:0EFa7HXaZUAzu9q1UdVPBR","Noah Alejandre","Nahuhulog Na Sa'yo","Warner Music Philippines",58,165,17,"505670"
183,"spotify:track:7zFXmv6vqI4qOt4yGf3jYZ","Daniel Caesar, Kali Uchis","Get You (feat. Kali Uchis)","Golden Child Recordings",96,200,58,"502607"
184,"spotify:track:6UN73IYd0hZxLi8wFPMQij","Coi Leray","Players","Uptown / Republic Records",32,177,17,"501879"
185,"spotify:track:135ggzbjOogZ75IQ0LQi8r","Eraserheads","Ang Huling El Bimbo","Musiko",43,195,324,"500819"
186,"spotify:track:1oFAF1hdPOickyHgbuRjyX","The Weeknd, Ariana Grande","Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","XO / Republic Records",11,175,110,"500702"
187,"spotify:track:1dcNEEtODRVZEevQ20Cgmy","Zack Tabudlo","Nangangamba","Universal Music Philippines Inc.",4,172,113,"500487"
188,"spotify:track:6HU7h9RYOaPRFeh0R3UeAr","Olivia Rodrigo","deja vu","Olivia Rodrigo PS",3,179,113,"498324"
189,"spotify:track:5sLGYJOhLP197nmkaRMMEH","Al James","Ngayong Gabi","648622 Records DK",99,198,72,"496693"
190,"spotify:track:65sEZZaxTjLMD8vNgPoMz5","Magnus Haven","Imahe","Warner Music Philippines",1,193,171,"494522"
191,"spotify:track:1FnPkOlWCMwRtfXeAAuhMu","December Avenue","Sa Ngalan Ng Pag-Ibig","Tower of Doom",2,185,275,"491991"
192,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",9,167,52,"491452"
193,"spotify:track:1l7TuyIge9siMw39a0dqXd","TJ Monterde","Dating Tayo","PolyEast Records",28,187,136,"490954"
194,"spotify:track:1CAksvEO6oRHd9bBKWAfuY","Ariana Grande","One Last Time","Universal Records",153,168,23,"487313"
195,"spotify:track:2bOIWTTDL1XmHcaPWaCdek","Ric Segreto","Don't Know What to Say - Don't Know What to Do","Vicor Music Corporation",100,161,50,"482924"
196,"spotify:track:3nqqDo8CcCLke3ZoTgiOKf","The Script","The Man Who Can't Be Moved","Epic/Phonogenic",99,190,165,"481028"
197,"spotify:track:4mzP5mHkRvGxdhdGdAH7EJ","Zack Tabudlo","Give Me Your Forever","Universal Music Philippines Inc.",21,-1,81,"480777"
198,"spotify:track:6zcjOnMaymoEbG32dWekXi","Dro Perez, I-Ghie","Aking Pahinga","Pieces Music",182,182,2,"479937"
199,"spotify:track:22Nd3GuO7sHopPjdKccRcq","mrld","An Art Gallery Could Never Be As Unique As You","O/C Records",129,197,40,"479272"
200,"spotify:track:2pcSENGQmdptFCBQ3HpKHe","Halle","Part of Your World - From ""The Little Mermaid""","Walt Disney Records",200,-1,1,"479128"
