rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,stream_category
27,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,"Big Machine Records, LLC",12,31,74,1343660,9
28,spotify:track:1AuxZd50Dpaz0cCWphYryh,iluna,panaginip,evosound,22,32,13,1342818,9
29,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,9,28,73,1312227,9
30,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,Midnight Rain,Taylor Swift,2,23,24,1297458,9
31,spotify:track:5xwBIieMMFUmLDgvG4DjFe,Stacey Ryan,Fall In Love Alone,Island Records,17,29,25,1254716,9
32,spotify:track:0HAG6nIiEKd75yGpovuSJQ,Arthur Nery,Isa lang,Viva Records,2,35,68,1254591,9
33,spotify:track:08MFgEQeVLF37EyZ7jcwLc,Zack Tabudlo,Pano,Universal Music Philippines Inc.,1,30,69,1236059,9
34,spotify:track:0bYVPJvXr8ACmw313cVvhB,BLACKPINK,Tally,YG Entertainment,5,27,10,1211891,9
35,spotify:track:2jbf9EytR7fzpSrPWAYCf9,Adie,Paraluman,O/C Records,3,36,100,1207163,9
36,spotify:track:2YXswOX5aKv6OHRKUcAMLQ,JISOO,All Eyes On Me,YG Entertainment,36,-1,1,1202771,9
37,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,16,34,18,1180596,9
38,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,Republic Records,11,33,23,1154304,9
39,spotify:track:1gH1h30wkQdd9zhY3j7a8T,Rex Orange County,THE SHADE,Rex Orange County,3,42,40,1143339,9
40,spotify:track:2e7iqtA42EPXTtiiAlblC1,Moira Dela Torre,"Babalik Sa'yo (from ""2 Good 2 Be True"")",ABS-CBN Music,2,47,33,1133017,9
41,spotify:track:3W4U7TEgILGpq0EmquurtH,"yuji, putri dahlia",Old Love,yuji,23,40,31,1128914,9
42,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,"Big Machine Records, LLC",38,38,77,1123633,9
43,spotify:track:2vnd3JVvcLs2LxRFwC6mKu,Shanti Dope,City Girl,Universal Records,22,37,18,1119613,9
44,spotify:track:4z7xboLD3PqY9dOUscS2ly,mrld,Ikaw Pa Rin,O/C Records,35,39,26,1103093,9
45,spotify:track:5CUQnKjA6nlteCnxMKsjIu,Adie,Tahanan,O/C Records,6,45,70,1088515,9
46,spotify:track:3r8RuvgbX9s7ammBn07D3W,NewJeans,Ditto,ADOR,3,41,16,1059200,9
47,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,6,46,81,1008572,9
48,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,1,43,328,1006425,9
49,spotify:track:5TTXEcfsYLh6fTarLaevTi,NIKI,lowkey,88rising Music,26,44,168,1005271,9
50,spotify:track:0QzuaeCEEOV40Pn7IvKEny,dhruv,double take,Little Worry/RCA Records,1,50,93,1002711,9
51,spotify:track:7gRFDGEzF9UkBV233yv2dc,BLACKPINK,Shut Down,YG Entertainment,1,48,29,973548,9
52,spotify:track:4IeuTj1pEHuL9vJSiEqEfR,mrld,Ligaya,O/C Records,18,66,70,952278,9
53,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,golden hour,JVKE,30,51,31,933457,8
54,spotify:track:5mg3VB3Qh7jcR5kAAC4DSV,FIFTY FIFTY,Cupid,WM Korea,54,69,5,929145,8
55,spotify:track:3Eb5sztvEMa0Mqnb8DUAlU,IV Of Spades,Come Inside Of My Heart,Warner Music Philippines,44,56,106,913262,8
56,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,49,59,891549,8
57,spotify:track:6FIEuf1JIzmCtach0gXpeG,Up Dharma Down,Tadhana,Viva Records,28,57,316,889116,8
58,spotify:track:0WZqHCoOBXqgCCIsUZLC2a,Arthur Nery,Pagsamo,Viva Records,1,63,79,889070,8
59,spotify:track:5d9Rka4T0szdC1MobhtXrV,Ben&Ben,Paninindigan Kita,Sony Music Entertainment,25,70,49,887257,8
60,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,37,76,34,883776,8
61,spotify:track:7gfrASeOt73YWvpIv1fU8E,Arthur Nery,Higa,O/C Records,10,59,148,881854,8
62,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Under The Influence,Chris Brown Entertainment/RCA Records,3,55,36,871928,8
63,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,Jive,9,52,19,859683,8
64,spotify:track:3h8uWt8HNyDNubPSEBgTPG,Zack Tabudlo,Yakap,Universal Music Philippines Inc.,41,73,26,857997,8
65,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,7,54,28,845132,7
66,spotify:track:2xCkiGqGMkAIg6fQTag51C,Unique Salonga,Sino,O/C Records,45,58,86,845000,7
67,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,3,53,24,837593,7
68,spotify:track:0EFa7HXaZUAzu9q1UdVPBR,Noah Alejandre,Nahuhulog Na Sa'yo,Warner Music Philippines,68,75,9,821371,7
69,spotify:track:3WUEs51GpcvlgU7lehLgLh,Ben&Ben,Kathang Isip,Warner Music Philippines,2,71,277,817268,7
70,spotify:track:0mL82sxCRjrs3br407IdJh,The Weeknd,Is There Someone Else?,XO / Republic Records,45,64,49,813278,7
71,spotify:track:4rG3h1QwgjSSWz8EIjCFrm,Ben&Ben,Araw-Araw,Sony Music Entertainment,23,78,186,812629,7
72,spotify:track:0a4MMyCrzT0En247IhqZbD,NewJeans,Hype Boy,ADOR,19,72,35,810463,7
73,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,"Big Machine Records, LLC",61,62,134,800942,7
74,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,1,65,129,800408,7
75,spotify:track:5zwwW9Oq7ubSxoCGyW1nbY,BLACKPINK,Pink Venom,YG Entertainment,1,61,33,789109,7
76,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,Like Crazy,BIGHIT MUSIC,76,81,2,787817,7
77,spotify:track:0u8rZGtXJrLtiSe34FPjGG,Jimin,Like Crazy (English Version),BIGHIT MUSIC,77,100,2,785703,7
78,spotify:track:6UN73IYd0hZxLi8wFPMQij,Coi Leray,Players,Uptown / Republic Records,32,60,9,785383,7
79,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,74,77,94,780345,7
80,spotify:track:4u8RkgV6P4TLi89SmlUtv8,IV Of Spades,Mundo,Warner Music Philippines,1,90,269,779383,7
81,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,SZA,Nobody Gets Me,Top Dawg Entertainment/RCA Records,15,68,17,777662,7
82,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,20,83,93,766739,7
83,spotify:track:5Odq8ohlgIbQKMZivbWkEo,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),Atlantic Records,1,74,41,763406,7
84,spotify:track:1oYQtNQUxSODedcc5hPmp9,Ace Banzuelo,Muli,Sony Music Entertainment,2,85,47,762490,7
85,spotify:track:7bAVndaTleEnfizm6h2d3i,Dionela,Musika,Universal Music Philippines Inc.,85,93,5,742439,6
86,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,Warner Records,10,89,79,736766,6
87,spotify:track:3PgjBOoA5OytNGkglObpOd,Ben&Ben,Sa Susunod na Habang Buhay,Sony Music Entertainment,2,86,162,729190,6
88,spotify:track:3kdDccXEVz0snh6mcL4eFj,Cean Jr.,YK,O/C Records,67,82,9,727222,6
89,spotify:track:7ArVzlFsFsQXNseVXmdOyk,Denise Julia,NVMD,Denise Julia,14,80,50,712277,6
90,spotify:track:5l9g7py8RCblcvbZgGQgSd,Ben&Ben,Pagtingin,Sony Music Entertainment,2,109,205,700495,6
91,spotify:track:4D7BCuvgdJlYvlX5WlN54t,Taylor Swift,"You're On Your Own, Kid",Taylor Swift,6,95,24,697074,6
92,spotify:track:68HocO7fx9z0MgDU0ZPHro,NIKI,Every Summertime,"MARVEL/Hollywood Records, Inc./Interscope Records",2,91,68,685087,6
93,spotify:track:7C9Knp9FzLY6RwgktmW9Ge,"Because, Leslie",BMW,Viva Records,4,87,81,683828,6
94,spotify:track:0bhzB5PBUVqZSux5Y7t5ED,Silent Sanctuary,Ikaw Lamang,Universal Records,48,111,172,681421,6
95,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,6,88,52,672109,6
96,spotify:track:6Rv8Ltr2MuAIM3LHF4L8qs,Flow G,Rapstar,Flow G,96,131,2,661993,6
97,spotify:track:6VhuP99TE6gYNQRJIlAWFD,Stephen Sanchez,Until I Found You,Republic Records,7,84,48,661906,6
98,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,11,107,42,659910,6
99,spotify:track:3iBgrkexCzVuPy4O9vx7Mf,beabadoobee,Glue Song,Dirty Hit,36,98,8,658214,6
100,spotify:track:1r03A3l9m1XWR9iGFuGQbe,"Calvin De Leon, Kiyo",Ano Na? (feat. Kiyo),1325426 Records DK2,94,94,8,656317,6
101,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",51,92,46,655539,6
102,spotify:track:0D1ecMMsSIpJbjPoJMHGkV,Parokya Ni Edgar,Your Song,Universal Records,34,104,291,632427,5
103,spotify:track:5F1ZmucV0uJY14y2dYKePa,Joji,Sanctuary,88rising Music/Warner Records,17,116,158,627269,5
104,spotify:track:4iRRAvxPPWXQp3mV1rAbPF,NOBITA,Unang Sayaw,Sony Music Entertainment,12,136,77,625210,5
105,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,9,106,44,621647,5
106,spotify:track:5enxwA8aAbwZbf5qCHORXi,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,103,73,617137,5
107,spotify:track:63bmIgH9sS6sX5Sc7MetGq,Zack Tabudlo,Habang Buhay,Universal Music Philippines Inc.,2,112,80,615250,5
108,spotify:track:1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,XO / Republic Records,11,96,102,614524,5
109,spotify:track:6rIx9meOtOHDoo6ryRUdHv,December Avenue,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),Tower of Doom,12,114,182,610409,5
110,spotify:track:55RMhrPQYA6vLu5YMgXxFD,Zack Tabudlo,Binibini,Universal Music Philippines Inc.,1,124,105,606183,5
111,spotify:track:2m6Ko3CY1qXNNja8AlugNc,Troye Sivan,Angel Baby,EMI Recorded Music Australia Pty Ltd,1,108,82,604767,5
112,spotify:track:0tr6XR58KBdDYd8qvHVTs8,Taylor Swift,Back To December,"Big Machine Records, LLC",54,102,38,602626,5
113,spotify:track:2LLefAaNp1nmmCePiSVMIZ,Mayonnaise,Jopay,Sony Music Entertainment,5,110,36,599172,5
114,spotify:track:663vZfMh88Uo2bfTx6wiE4,"Janine Teñoso, Arthur Nery",Pelikula,Viva Records,32,138,90,591848,5
115,spotify:track:0L8LOav65XwLjCLS11gNPD,BLACKPINK,Typa Girl,YG Entertainment,4,97,17,591465,5
116,spotify:track:3U8MbjNAP56IrzpbEFn1qN,Al James,Pa-umaga,ProducedbyJimP,53,130,101,591369,5
117,spotify:track:4ewazQLXFTDC8XvCbhvtXs,Joji,Glimpse of Us,88rising Music/Warner Records,1,126,43,590920,5
118,spotify:track:08hFNg8Oz3lvaAms7qrIif,Hale,The Day You Said Goodnight,PolyEast Records,41,99,239,590151,5
119,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,Strawberries & Cigarettes,EMI Recorded Music Australia Pty Ltd,22,113,172,588773,5
120,spotify:track:2xRGPubKBTHX6iyrpQvtCy,"Chris Brown, Ludacris",Wet The Bed (feat. Ludacris),Jive,4,118,20,588668,5
121,spotify:track:4JSDhJVmo2UqdF7nxbyenn,Hale,Kung Wala Ka,Polyeast,47,129,313,587880,5
122,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,71,105,29,586717,5
123,spotify:track:26hOm7dTtBi0TdpDGl141t,Joji,Die For You,88rising Music/Warner Records,4,122,22,583785,5
124,spotify:track:22bPsP2jCgbLUvh82U0Z3M,Taylor Swift,The Way I Loved You (Taylor’s Version),Taylor Swift,17,125,45,583706,5
125,spotify:track:6wdCelHrPh7UfliNjwRTUv,Ben&Ben,Leaves,Warner Music Philippines,40,123,271,582897,5
126,spotify:track:1iphKsRTqRl7KZeOZwILGF,APO Hiking Society,When I Met You,Universal Records,49,128,97,574338,5
127,spotify:track:5ABJ0rNmVmLsyiPxOEwe9e,Silent Sanctuary,Bumalik Ka Na Sa'kin,"Ivory Music & Video, Inc.",67,79,41,573187,5
128,spotify:track:2BDrpeAnTxCurLt38yDSrE,Lo ki,Kagome,DRP Records,6,135,56,566356,5
129,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,13,148,141,566259,5
130,spotify:track:69u8qQcaA3o0A7Ko87juqp,Orange & Lemons,Hanggang Kailan - Umuwi Ka Na Baby,Universal Records,48,159,218,566007,5
131,spotify:track:0XfEJcbDfXVpEkVc1kTXUZ,HELLMERRY,DAB - Leaked interlude,Young God Records Philippines,115,115,4,562340,5
132,spotify:track:4mzP5mHkRvGxdhdGdAH7EJ,Zack Tabudlo,Give Me Your Forever,Universal Music Philippines Inc.,21,117,75,559361,5
133,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,Keyshia Cole,Love,A&M (UC),102,127,9,556140,5
134,spotify:track:1dcNEEtODRVZEevQ20Cgmy,Zack Tabudlo,Nangangamba,Universal Music Philippines Inc.,4,145,105,555050,5
135,spotify:track:7h4W9blGxYCkKJ3dxPZ84j,IV Of Spades,Dulo Ng Hangganan,Warner Music Philippines,52,151,17,553979,5
136,spotify:track:4fsQ0K37TOXa3hEQfjEic1,LE SSERAFIM,ANTIFRAGILE,SOURCE MUSIC,21,149,25,552790,5
137,spotify:track:0Pafr67ogSuAur2L3DxB4b,TJ Monterde,Mahika,PolyEast Records,36,101,4,547008,4
138,spotify:track:0PhsD58bUDnIFacJ7itwzb,PLAYERTWO,THAT'S MY BABY,Warner Music Philippines,102,182,13,542493,4
139,spotify:track:0xaKCWpX4CBSqwh7CQa4EG,Al James,PSG,Al James,9,121,64,538922,4
140,spotify:track:6uDYCYObYXJXoMnCzz8083,Orange & Lemons,Yakap sa Dilim,Universal Records,114,158,35,535933,4
141,spotify:track:2Mo4pOpCYXOu33856sMQLh,Ben&Ben,Make It With You,"ABS-CBN Film Productions, Inc.",1,120,153,534728,4
142,spotify:track:6HVT2c1ZZdhH1nGFb4AxUJ,Cup of Joe,Estranghero,Viva Records,131,140,11,529636,4
143,spotify:track:1wtOxkiel43cVs0Yux5Q4h,"Taylor Swift, Lana Del Rey",Snow On The Beach (feat. Lana Del Rey),Taylor Swift,4,143,24,526812,4
144,spotify:track:3v5o91PrUtf0nmO6j8J7dZ,XG,LEFT RIGHT,XGALX,115,146,7,526464,4
145,spotify:track:2EcDqJGlgodoLW0l9EnWa5,Ben&Ben,The Way You Look At Me,Universal Records,145,186,2,526347,4
146,spotify:track:3qoftcUZaUOncvIYjFSPdE,Taylor Swift,Bejeweled,Taylor Swift,8,137,24,523568,4
147,spotify:track:3pCt2wRdBDa2kCisIdHWgF,Pamungkas,To the Bone,Mas Pam Records,5,139,96,523429,4
148,spotify:track:1SymEzIT3H8UZfibCs3TYi,Taylor Swift,Afterglow,Taylor Swift,50,133,10,521322,4
149,spotify:track:011GTFfE8rqTRMhz5g8IAW,"Al James, Rjay Ty, Lexus",Repeat,Al James,39,144,61,517574,4
150,spotify:track:0EA8jl8Wje9ALRKC8Qlzyt,"Arthur Nery, Jason Dhakal",Happy w u,Viva Records,21,160,90,515026,4
151,spotify:track:4hbU7BVioG3WnoRNEy5YUf,IVE,Kitsch,Starship Entertainment,151,-1,1,513263,4
152,spotify:track:4EI8VuxUuIHKfafU72emqz,Mariah Carey,We Belong Together,Def Jam Recordings,137,142,19,509776,4
153,spotify:track:135ggzbjOogZ75IQ0LQi8r,Eraserheads,Ang Huling El Bimbo,Musiko,43,170,316,509471,4
154,spotify:track:59hBR0BCtJsfIbV9VzCVAp,Jimin,Set Me Free Pt.2,BIGHIT MUSIC,67,67,3,509392,4
155,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,Olivia Rodrigo PS,4,161,98,506813,4
156,spotify:track:4y5bvROuBDPr5fuwXbIBZR,Taylor Swift,Paper Rings,Taylor Swift,30,166,48,498412,4
157,spotify:track:0WtM2NBVQNNJLh6scP13H8,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,134,164,9,497634,4
158,spotify:track:062z5ZMd0a0snMBZ75tOco,Up Dharma Down,Oo,Viva Records,111,147,24,495910,4
159,spotify:track:1yHVHoz6Ny29gbbWJYVnFt,Niall Horan,Heaven,Capitol Records,53,154,6,492664,4
160,spotify:track:7hU3IHwjX150XLoTVmjD0q,LISA,MONEY,YG Entertainment,3,178,41,492001,4
161,spotify:track:0o9zmvc5f3EFApU52PPIyW,Fujii Kaze,Shinunoga E-Wa,Universal Music LLC,24,174,32,489272,4
162,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,The Script,The Man Who Can't Be Moved,Epic/Phonogenic,99,173,157,488065,4
163,spotify:track:0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,Epic,4,134,24,487528,4
164,spotify:track:20gchtRYM7bFiOjYKQB8zZ,The Itchyworms,Beer,Universal Records,94,185,32,487005,4
165,spotify:track:2bOIWTTDL1XmHcaPWaCdek,Ric Segreto,Don't Know What to Say - Don't Know What to Do,Vicor Music Corporation,100,132,45,485329,4
166,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,4,165,21,484812,4
167,spotify:track:1fDFHXcykq4iw8Gg7s5hG9,The 1975,About You,Dirty Hit,87,180,24,482369,4
169,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Atlantic Records,53,157,275,481835,4
170,spotify:track:6brl7bwOHmGFkNw3MBqssT,Ne-Yo,So Sick,Def Soul,77,162,274,481703,4
171,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,80,167,141,480665,4
172,spotify:track:6Al0RruBBzC6ft8u1p78hG,Silent Sanctuary,Kundiman,Universal Records,80,184,93,480548,4
173,spotify:track:2L9N0zZnd37dwF0clgxMGI,Lizzy McAlpine,ceilings,Harbour Artists & Music,110,163,5,480051,4
174,spotify:track:4tyEfRWLgYkWQaowoHXoba,Moira Dela Torre,Kumpas (from “2 Good 2 Be True”),"ABS-CBN Film Productions, Inc.",8,192,44,477848,4
175,spotify:track:0WdR2AyLW1Drd3OUdwezM0,Ariana Grande,everytime,Republic Records,49,169,7,476344,4
176,spotify:track:1NopgVCMVhCKIm64tF7auX,Eraserheads,With A Smile,Musiko,59,177,122,475135,4
177,spotify:track:1FnPkOlWCMwRtfXeAAuhMu,December Avenue,Sa Ngalan Ng Pag-Ibig,Tower of Doom,2,193,267,474584,4
178,spotify:track:6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,Atlantic Records UK,36,155,286,473999,4
179,spotify:track:22Nd3GuO7sHopPjdKccRcq,mrld,An Art Gallery Could Never Be As Unique As You,O/C Records,129,156,35,473968,4
180,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),Golden Child Recordings,12,171,276,473945,4
181,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,3,179,105,467511,4
182,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,76,183,35,462756,4
183,spotify:track:5kY2DRIom6dcVZbQb1SAX8,"Justine Skye, Tyga",Collide (feat. Tyga),Nynetineth LLC,123,-1,14,461903,4
184,spotify:track:4AfA4PrYOYuVRwqWG1YwIG,Moira Dela Torre,ikaw at sila,Just Music Philippines,76,198,11,461012,4
185,spotify:track:3OM6qQmdFV6uy61GIqpRtf,Rex Orange County,AMAZING,Rex Orange County,23,141,34,457010,4
186,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,-1,90,456853,4
187,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,86,199,29,455282,4
188,spotify:track:1XGmzt0PVuFgQYYnV2It7A,"Maroon 5, Wiz Khalifa",Payphone,Interscope Records*,9,175,69,450304,4
189,spotify:track:1l7TuyIge9siMw39a0dqXd,TJ Monterde,Dating Tayo,PolyEast Records,28,152,129,449946,3
190,spotify:track:2pIUpMhHL6L9Z5lnKxJJr9,NewJeans,Attention,ADOR,30,188,34,449864,3
191,spotify:track:0EcQcdcbQeVJn9fknj44Be,Lauv,I Like Me Better,Lauv,3,195,296,449052,3
192,spotify:track:4Ws314Ylb27BVsvlZOy30C,BLACKPINK,Lovesick Girls,YG Entertainment,1,176,52,443340,3
193,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,Taylor Swift,Getaway Car,"Big Machine Records, LLC",134,-1,23,441941,3
194,spotify:track:34ob61cxp34Sf7KHK6RnSU,"PDL, Skusta Clee, Yuridope",Sa Susunod Na Lang,Panty Droppaz League,5,-1,174,441149,3
195,spotify:track:5Ro6MdZGgce4PEuaFCJYPq,Eraserheads,Ligaya,Musiko,87,-1,25,440998,3
196,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,Juice WRLD Mixtape / ISR P&D,141,200,13,440848,3
197,spotify:track:0dJPIIlTmVM0lambbFgAYq,December Avenue,Eroplanong Papel,Tower of Doom Music,89,-1,67,439338,3
198,spotify:track:5mHdCZtVyb4DcJw8799hZp,"RAYE, 070 Shake",Escapism.,Human Re Sources,91,181,14,437909,3
199,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,2,194,75,436343,3
200,spotify:track:3gmn76fCtpDazGMnN0QMHX,imase,NIGHT DANCER,Universal Music LLC,200,-1,1,435388,3
