track_name,week1 streams,week2 streams,week3 streams,week4 streams,week5 streams,week6 streams,week7 streams,week8 streams,week9 streams,week10 streams
Pink Venom,0.0,-0.08414170746257565,-0.14140758754493987,0.098569347461267,0.07332468097798484,-0.10422064835607758,-0.12123299730863502,-0.059367272785097014,-0.024035933873288173,-0.11762250287105958
Blank Space,0.0,-0.0563542238569984,-0.04789735086935132,0.0817659547404268,0.023089175835099063,-0.01853363650043427,0.03849640907022134,0.03396320730041569,0.036483589130701155,0.0193157325540656
Is There Someone Else?,0.0,-0.03984066567181099,-0.06156074552613011,-0.013869016734537665,0.12929645096442188,0.14252199275477406,0.14202110240826138,-0.05270305242532147,0.03690482989700539,-0.10527857083842063
Lover,0.0,-0.05214006491899337,0.0139428891265454,0.015547680539400366,0.1301805660372779,-0.0914470428211479,0.007808124325001442,0.01650943949274608,0.025144552340461868,0.13428414231981334
Ligaya,0.0,0.13340926862884417,-0.10978411766311935,0.049775106077031284,0.08042551709181289,0.031237584529205442,0.04487376668747611,-0.1328483414106335,-0.019988958098655862,-0.08876604599074556
Set Me Free Pt.2,0.0,-0.39111424018972096,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cupid,0.0,0.11924414024385843,-0.012569620457517416,0.10926181460675388,-0.05497243812087926,-0.11077769598363008,-0.01472132382001401,-0.13995789383740476,-0.16093026208122274,-0.094704089805007
Paninindigan Kita,0.0,0.07002471077300454,-0.02773491784229376,0.0859086372325244,0.0023122300530127315,-0.07006424375135789,0.030618263529632816,-0.1056104583646803,-0.05903058631747793,0.03324719704962331
Kathang Isip,0.0,-0.005922370602466476,-0.015600757646206609,-0.008484583315724437,0.04679625720202796,0.04308753911578278,-0.06326521239954075,0.07020625177718731,-0.05513773267046662,0.0003684705562936319
Nahuhulog Na Sa'yo,0.0,0.027799363077250394,0.03240070564945685,-0.03216216343704603,-0.08501530989593165,-0.1405615377035121,-0.09742711714712926,-0.03959780740832297,-0.05748059223403357,-0.040991192602089166
Night Changes,0.0,-0.010707525821161745,-0.048745106331174015,-0.0800841161406265,-0.017250973845297723,0.0777403588245813,0.11372554441755955,0.04267649242335825,0.0554140006048498,-0.017602285149573738
Araw-Araw,0.0,0.03390938920604536,-0.08502034753866772,0.029508875795351663,0.07652061451638192,-0.031057393013815826,-0.03141163887573861,0.025806167981887285,-0.05282105127820513,0.005541404833957486
Bumalik Ka Na Sa'kin,0.0,-0.2695379455097612,-0.06861286107326225,-0.007031819263138783,0.38759679686099924,0.08901643890740818,-0.0014980338305973229,0.10865037194473959,-0.15166889577041665,-0.10153257978281471
NVMD,0.0,-0.09196870550050418,-0.04141506745269041,-0.036380785555480744,0.14982110776395352,-0.09849823730256402,-0.07798726092235142,-0.019797744625156488,0.045486404049581486,-0.04701767236295695
Like Crazy,0.0,0.03116463592611063,-0.11508764091153145,-0.2539471475968552,0.00225913749014639,-1.0,0.0,0.0,-1.0,0.0
YK,0.0,-0.032563522681920976,-0.002223530091223891,-0.2234562882008806,0.12857076938366951,-0.009529665408100851,0.1737813348913788,0.13024124008359195,-0.10034071611418482,-0.04188100017426033
Dandelions,0.0,0.021713812089909412,-0.06396831255485891,0.02860837239372871,0.021775233533453342,0.03145039301391095,6.4265534907015365e-06,-0.002246708661781671,-0.007170102501806719,0.08064740052393038
Sa Susunod na Habang Buhay,0.0,-0.008189485739467983,-0.040831607674268744,0.06043613529001335,0.06451786874769105,-0.008293457692979955,-0.05092529917368038,-0.016242417065437942,0.04435835775040142,-0.012769262607501997
BMW,0.0,-0.062449186086207864,-0.10043168750036557,0.07115500284483467,0.12108583578304533,0.2944672244881936,0.039423487187209894,0.15194933244795905,-0.11064520326964244,-0.11943064384502
august,0.0,-0.07810048172411144,0.003985960610555672,0.019613567520465613,0.02511834633435228,-0.030320216076732742,0.046160369633875264,0.10319920613845057,0.02723202521638668,0.15570969249762268
I Love You So,0.0,0.01098578407157369,-0.05769674496380128,0.0009535373788092105,0.018035195468824483,0.0459395125040285,0.023169070426189764,0.01836623096674672,-0.008839158444671313,-0.12411638004360193
Mundo,0.0,0.07195632858640066,-0.02923979609511629,0.056774174788591925,0.10688275515321766,0.06459948904358948,-0.10069540999683713,0.0626433220623035,-0.05649928974669671,-0.013603103899650582
