,lval,op,rval,Estimate,Std. Err,z-value,p-value
50,mean_trends,~~,mean_trends,0.9970471269435557,0.19928366493252062,5.003155312685374,5.639946505375804e-07
51,stream9,~~,stream9,0.08650475795427155,0.01825968629209327,4.737472296388356,2.1640042844328633e-06
52,week5streams,~~,week5streams,0.9763128610848262,0.195299866106888,4.9990452146315825,5.761489267896991e-07
53,week4streams,~~,week4streams,0.9830737901028623,0.1966414115986697,4.999322279603253,5.75321722040556e-07
54,week6streams,~~,week6streams,0.9819955321553162,0.19642746418995907,4.999278162042853,5.75453362738898e-07
55,stream5,~~,stream5,0.05748178556250172,0.012775059663963138,4.499531671084965,6.81033333216341e-06
56,week9streams,~~,week9streams,0.9859133505895747,0.197204854575849,4.999437527565393,5.749779752317608e-07
57,danceability,~~,danceability,1.056281325231825,0.21320453102421993,4.95430993024664,7.258743015547964e-07
58,chart_history,~~,chart_history,0.9820321441080084,0.19582694467199385,5.014795822647785,5.308981236851196e-07
59,week10streams,~~,week10streams,0.997718480734639,0.19954728252998588,4.999910136985766,5.735704060594315e-07
60,week7streams,~~,week7streams,0.9978265390694109,0.19956873078867854,4.999914240678316,5.73558198491142e-07
61,artist_collab,~~,artist_collab,0.12595370092331115,0.025540419293126726,4.931543976346366,8.158219586551496e-07
62,stream7,~~,stream7,0.026571312220750164,0.006726434194979116,3.950282043438972,7.80591536777564e-05
63,week8streams,~~,week8streams,0.9971192234899467,0.19942838007195304,4.999886290633208,5.736413477563929e-07
64,week3streams,~~,week3streams,0.9838783117444453,0.19680104981543672,4.999354996643277,5.752241176715245e-07
65,week2streams,~~,week2streams,0.9900740135816363,0.19803041998588017,4.999605685062074,5.744767717086319e-07
66,tempo,~~,tempo,0.9993885189764724,0.19993723664041538,4.998511211640189,5.777464808787158e-07
67,duration_ms,~~,duration_ms,0.9999526329529466,0.1999908375097679,4.999992226639418,5.733262578022646e-07
