rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,stream_category
62,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,"Big Machine Records, LLC",60,60,73,833808,7
63,spotify:track:2m6Ko3CY1qXNNja8AlugNc,Troye Sivan,Angel Baby,EMI Recorded Music Australia Pty Ltd,1,63,78,822450,7
64,spotify:track:1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,XO / Republic Records,11,47,98,821048,7
65,spotify:track:3WUEs51GpcvlgU7lehLgLh,Ben&Ben,Kathang Isip,Warner Music Philippines,2,72,273,811842,7
66,spotify:track:5Odq8ohlgIbQKMZivbWkEo,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),Atlantic Records,1,61,37,806467,7
67,spotify:track:1oYQtNQUxSODedcc5hPmp9,Ace Banzuelo,Muli,Sony Music Entertainment,2,74,43,803221,7
68,spotify:track:0p7s2EXYWLca0UOdQyQrNN,Mayonnaise,Jopay,Sony Music Entertainment,5,51,32,796605,7
69,spotify:track:4u8RkgV6P4TLi89SmlUtv8,IV Of Spades,Mundo,Warner Music Philippines,1,78,265,791509,7
70,spotify:track:7ArVzlFsFsQXNseVXmdOyk,Denise Julia,NVMD,Denise Julia,14,70,46,786418,7
71,spotify:track:2xRGPubKBTHX6iyrpQvtCy,"Chris Brown, Ludacris",Wet The Bed (feat. Ludacris),Jive,4,57,16,785159,7
72,spotify:track:3Eb5sztvEMa0Mqnb8DUAlU,IV Of Spades,Come Inside Of My Heart,Warner Music Philippines,44,71,102,783278,7
73,spotify:track:26hOm7dTtBi0TdpDGl141t,Joji,Die For You,88rising Music/Warner Records,4,64,18,769890,7
74,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,74,75,90,758463,7
75,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,9,68,40,749161,6
76,spotify:track:7C9Knp9FzLY6RwgktmW9Ge,"Because, Leslie",BMW,Viva Records,4,103,77,747786,6
77,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,3,69,20,747668,6
78,spotify:track:08hFNg8Oz3lvaAms7qrIif,Hale,The Day You Said Goodnight,PolyEast Records,41,76,235,744507,6
79,spotify:track:3PgjBOoA5OytNGkglObpOd,Ben&Ben,Sa Susunod na Habang Buhay,Sony Music Entertainment,2,79,158,741294,6
80,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,9,83,69,740570,6
81,spotify:track:4tyEfRWLgYkWQaowoHXoba,Moira Dela Torre,Kumpas - Theme of “2 Good 2 Be True”,Star Music,8,77,40,732432,6
82,spotify:track:5F1ZmucV0uJY14y2dYKePa,Joji,Sanctuary,88rising Music/Warner Records,17,87,154,727597,6
83,spotify:track:0EFa7HXaZUAzu9q1UdVPBR,Noah Alejandre,Nahuhulog Na Sa'yo,Warner Music Philippines,83,88,5,724631,6
84,spotify:track:5ABJ0rNmVmLsyiPxOEwe9e,Silent Sanctuary,Bumalik Ka Na Sa'kin,"Ivory Music & Video, Inc.",67,89,37,714869,6
85,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,Warner Records,10,84,75,704082,6
86,spotify:track:663vZfMh88Uo2bfTx6wiE4,"Janine Teñoso, Arthur Nery",Pelikula,Viva Records,32,100,86,698897,6
87,spotify:track:5NvOZCjZaGGGL597exlQWv,Ricky Montgomery,Line Without a Hook,Warner Records,10,93,79,697116,6
88,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,81,55,688221,6
89,spotify:track:4ewazQLXFTDC8XvCbhvtXs,Joji,Glimpse of Us,88rising Music/Warner Records,1,91,39,685669,6
90,spotify:track:3kdDccXEVz0snh6mcL4eFj,Cean Jr.,YK,O/C Records,90,97,5,684248,6
91,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,71,98,25,681990,6
92,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,1,85,125,680436,6
93,spotify:track:68HocO7fx9z0MgDU0ZPHro,NIKI,Every Summertime,"MARVEL/Hollywood Records, Inc./Interscope Records",2,95,64,674449,6
94,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,20,86,89,669526,6
95,spotify:track:5wxYxygyHpbgv0EXZuqb9V,"j-hope, J. Cole",on the street (with J. Cole),BIGHIT MUSIC,95,-1,1,659585,6
96,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,"Big Machine Records, LLC",69,101,130,658111,6
97,spotify:track:3U8MbjNAP56IrzpbEFn1qN,Al James,Pa-umaga,ProducedbyJimP,53,158,97,647655,5
98,spotify:track:55RMhrPQYA6vLu5YMgXxFD,Zack Tabudlo,Binibini,Universal Music Philippines Inc.,1,94,101,647488,5
99,spotify:track:4JSDhJVmo2UqdF7nxbyenn,Hale,Kung Wala Ka,Polyeast,47,92,309,639608,5
100,spotify:track:63bmIgH9sS6sX5Sc7MetGq,Zack Tabudlo,Habang Buhay,Universal Music Philippines Inc.,2,80,76,637850,5
101,spotify:track:0bhzB5PBUVqZSux5Y7t5ED,Silent Sanctuary,Ikaw Lamang,Universal Records,48,99,168,630187,5
102,spotify:track:4fsQ0K37TOXa3hEQfjEic1,LE SSERAFIM,ANTIFRAGILE,SOURCE MUSIC,21,90,21,614135,5
103,spotify:track:0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,Epic,4,49,20,611353,5
104,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,Keyshia Cole,Love,A&M (UC),104,115,5,605310,5
105,spotify:track:2Mo4pOpCYXOu33856sMQLh,Ben&Ben,Make It With You,Star Music,1,170,149,596921,5
106,spotify:track:6rIx9meOtOHDoo6ryRUdHv,December Avenue,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),Tower of Doom,12,105,178,595881,5
107,spotify:track:6wdCelHrPh7UfliNjwRTUv,Ben&Ben,Leaves,Warner Music Philippines,40,107,267,593864,5
108,spotify:track:5l9g7py8RCblcvbZgGQgSd,Ben&Ben,Pagtingin,Sony Music Entertainment,2,102,201,590729,5
109,spotify:track:4D7BCuvgdJlYvlX5WlN54t,Taylor Swift,"You're On Your Own, Kid",Taylor Swift,6,113,20,585046,5
110,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,Strawberries & Cigarettes,EMI Recorded Music Australia Pty Ltd,22,119,168,580897,5
111,spotify:track:3OM6qQmdFV6uy61GIqpRtf,Rex Orange County,AMAZING,Rex Orange County,23,109,30,577824,5
112,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,13,120,137,571179,5
113,spotify:track:0D1ecMMsSIpJbjPoJMHGkV,Parokya Ni Edgar,Your Song,Universal Records,34,110,287,570196,5
114,spotify:track:5MYPzdIWgx3pMLRGlq2fVq,Zack Tabudlo,Asan Ka Na Ba,Universal Music Philippines Inc.,6,114,50,566980,5
115,spotify:track:2pIUpMhHL6L9Z5lnKxJJr9,NewJeans,Attention,ADOR,30,108,30,566012,5
116,spotify:track:7h4W9blGxYCkKJ3dxPZ84j,IV Of Spades,Dulo Ng Hangganan,Warner Music Philippines,52,150,13,560806,5
117,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,6,111,48,555102,5
118,spotify:track:1l7TuyIge9siMw39a0dqXd,TJ Monterde,Dating Tayo,PolyEast Records,28,149,125,555063,5
119,spotify:track:0o9zmvc5f3EFApU52PPIyW,Fujii Kaze,Shinunoga E-Wa,Universal Music LLC,24,73,28,554058,5
120,spotify:track:2BDrpeAnTxCurLt38yDSrE,Lo ki,Kagome,DRP Records,6,145,52,551875,5
121,spotify:track:7gRFDGEzF9UkBV233yv2dc,BLACKPINK,Shut Down,YG Entertainment,1,121,25,547324,4
122,spotify:track:3v5o91PrUtf0nmO6j8J7dZ,XG,LEFT RIGHT,XGALX,116,116,3,546511,4
123,spotify:track:2bOIWTTDL1XmHcaPWaCdek,Ric Segreto,Don't Know What to Say - Don't Know What to Do,Vicor Music Corporation,100,117,41,543041,4
124,spotify:track:1yHVHoz6Ny29gbbWJYVnFt,Niall Horan,Heaven,Capitol Records,53,53,2,541471,4
125,spotify:track:4iRRAvxPPWXQp3mV1rAbPF,NOBITA,Unang Sayaw,Sony Music Entertainment,12,123,73,540653,4
126,spotify:track:2wSTnntOPRi7aQneobFtU4,SZA,Shirt,Top Dawg Entertainment/RCA Records,27,106,19,536557,4
127,spotify:track:1cKHdTo9u0ZymJdPGSh6nq,"The Weeknd, Gesaffelstein",I Was Never There,Universal Republic Records,96,96,35,536450,4
128,spotify:track:5mHdCZtVyb4DcJw8799hZp,"RAYE, 070 Shake",Escapism.,Human Re Sources,91,104,10,533999,4
129,spotify:track:0tr6XR58KBdDYd8qvHVTs8,Taylor Swift,Back To December,"Big Machine Records, LLC",54,127,34,530456,4
130,spotify:track:1dcNEEtODRVZEevQ20Cgmy,Zack Tabudlo,Nangangamba,Universal Music Philippines Inc.,4,125,101,528426,4
131,spotify:track:3pCt2wRdBDa2kCisIdHWgF,Pamungkas,To the Bone,Mas Pam Records,5,132,92,528011,4
132,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,13,122,76,525712,4
133,spotify:track:4AfA4PrYOYuVRwqWG1YwIG,Moira Dela Torre,ikaw at sila,Just Music Philippines,76,118,7,524977,4
134,spotify:track:062z5ZMd0a0snMBZ75tOco,Up Dharma Down,Oo,Viva Records,111,180,20,524651,4
135,spotify:track:22bPsP2jCgbLUvh82U0Z3M,Taylor Swift,The Way I Loved You (Taylor’s Version),Taylor Swift,17,147,41,522140,4
136,spotify:track:4mzP5mHkRvGxdhdGdAH7EJ,Zack Tabudlo,Give Me Your Forever,Universal Music Philippines Inc.,21,124,71,521113,4
137,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,The Script,The Man Who Can't Be Moved,Epic/Phonogenic,99,137,153,519182,4
138,spotify:track:6uDYCYObYXJXoMnCzz8083,Orange & Lemons,Yakap sa Dilim,Universal Records,114,181,31,518762,4
139,spotify:track:0WtM2NBVQNNJLh6scP13H8,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,134,134,5,516255,4
140,spotify:track:6brl7bwOHmGFkNw3MBqssT,Ne-Yo,So Sick,Def Soul,77,172,270,513050,4
141,spotify:track:0xaKCWpX4CBSqwh7CQa4EG,Al James,PSG,Al James,9,167,60,510023,4
142,spotify:track:135ggzbjOogZ75IQ0LQi8r,Eraserheads,Ang Huling El Bimbo,Musiko,43,138,312,505329,4
143,spotify:track:69u8qQcaA3o0A7Ko87juqp,Orange & Lemons,Hanggang Kailan - Umuwi Ka Na Baby,Universal Records,48,139,214,502780,4
144,spotify:track:0EA8jl8Wje9ALRKC8Qlzyt,"Arthur Nery, Jason Dhakal",Happy w u,Viva Records,21,135,86,502494,4
145,spotify:track:5enxwA8aAbwZbf5qCHORXi,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,142,69,500937,4
146,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,Olivia Rodrigo PS,4,143,94,498764,4
147,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,86,162,25,497948,4
148,spotify:track:2L9N0zZnd37dwF0clgxMGI,Lizzy McAlpine,ceilings,Harbour Artists & Music,148,-1,1,492148,4
149,spotify:track:22Nd3GuO7sHopPjdKccRcq,mrld,An Art Gallery Could Never Be As Unique As You,O/C Records,129,-1,31,491886,4
150,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),Golden Child Recordings,12,136,272,490645,4
151,spotify:track:3IelG5zYpWWCZIH4cqWlPV,XG,SHOOTING STAR,XGALX,112,112,5,489229,4
152,spotify:track:5kY2DRIom6dcVZbQb1SAX8,"Justine Skye, Tyga",Collide (feat. Tyga),Nynetineth LLC,123,151,11,488230,4
153,spotify:track:1wtOxkiel43cVs0Yux5Q4h,"Taylor Swift, Lana Del Rey",Snow On The Beach (feat. Lana Del Rey),Taylor Swift,4,126,20,488021,4
154,spotify:track:1fDFHXcykq4iw8Gg7s5hG9,The 1975,About You,Dirty Hit,87,141,20,484654,4
155,spotify:track:20gchtRYM7bFiOjYKQB8zZ,The Itchyworms,Beer,Universal Records,94,155,28,484218,4
156,spotify:track:6HVT2c1ZZdhH1nGFb4AxUJ,Cup of Joe,Estranghero,Viva Records,131,131,7,484033,4
157,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,Bad Habit,L-M Records/RCA Records,57,129,34,482106,4
158,spotify:track:7bAVndaTleEnfizm6h2d3i,Dionela,Musika,Universal Music Philippines Inc.,158,-1,1,481197,4
159,spotify:track:1FnPkOlWCMwRtfXeAAuhMu,December Avenue,Sa Ngalan Ng Pag-Ibig,Tower of Doom,2,193,263,481062,4
160,spotify:track:1SymEzIT3H8UZfibCs3TYi,Taylor Swift,Afterglow,Taylor Swift,50,-1,6,479970,4
161,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,22,148,111,478291,4
162,spotify:track:6Al0RruBBzC6ft8u1p78hG,Silent Sanctuary,Kundiman,Universal Records,80,168,89,476463,4
163,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",51,154,42,476268,4
164,spotify:track:5rV7xueHNNXaZqOLroaUta,December Avenue,Bulong,Tower of Doom,8,-1,138,471661,4
165,spotify:track:4EI8VuxUuIHKfafU72emqz,Mariah Carey,We Belong Together,Def Jam Recordings,137,160,15,469073,4
166,spotify:track:6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,Atlantic Records UK,36,171,282,468854,4
167,spotify:track:1XGmzt0PVuFgQYYnV2It7A,"Maroon 5, Wiz Khalifa",Payphone,Interscope Records*,9,196,65,468356,4
168,spotify:track:1CAksvEO6oRHd9bBKWAfuY,Ariana Grande,One Last Time,Universal Records,155,161,15,468238,4
169,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Atlantic Records,53,157,271,466865,4
170,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,76,159,31,464992,4
171,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,"Rihanna, Calvin Harris",We Found Love,Def Jam Recordings,112,128,3,463859,4
172,spotify:track:011GTFfE8rqTRMhz5g8IAW,"Al James, Rjay Ty, Lexus",Repeat,Al James,39,-1,57,463065,4
173,spotify:track:4dKa5ZzlGqUy3Wo0yaXKNI,FIFTY FIFTY,Cupid,ATTRAKT,173,-1,1,462384,4
174,spotify:track:1NopgVCMVhCKIm64tF7auX,Eraserheads,With A Smile,Musiko,59,185,119,461631,4
175,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,11,173,38,461509,4
176,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,80,176,137,460591,4
177,spotify:track:1cknB5OmLMuJFmdDzQpCIv,South Border,Rainbow,PolyEast Records,53,156,323,459475,4
178,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,179,87,458548,4
179,spotify:track:34ob61cxp34Sf7KHK6RnSU,"PDL, Skusta Clee, Yuridope",Sa Susunod Na Lang,Panty Droppaz League,5,163,172,455853,4
180,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,3,200,101,455275,4
181,spotify:track:2p8IUWQDrpjuFltbdgLOag,The Weeknd,After Hours,Republic Records,52,174,25,455101,4
182,spotify:track:3qoftcUZaUOncvIYjFSPdE,Taylor Swift,Bejeweled,Taylor Swift,8,164,20,452227,4
183,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,I Ain't Worried,Interscope Records,55,144,36,450819,4
184,spotify:track:092cPwFlwBXdB3QF3X469W,Arthur Nery,Binhi,O/C Records,13,188,102,450447,4
185,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,Juice WRLD Mixtape / ISR P&D,141,153,9,449483,3
186,spotify:track:5zwwW9Oq7ubSxoCGyW1nbY,BLACKPINK,Pink Venom,YG Entertainment,1,178,29,447200,3
187,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,CUFF IT,Parkwood Entertainment/Columbia,63,140,22,445217,3
188,spotify:track:1iphKsRTqRl7KZeOZwILGF,APO Hiking Society,When I Met You,Universal Records,49,130,93,445078,3
189,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,happier,Olivia Rodrigo PS,5,-1,78,443642,3
190,spotify:track:2GAhgAjOhEmItWLfgisyOn,SZA,Low,Top Dawg Entertainment/RCA Records,93,133,10,438341,3
191,spotify:track:38DlSDrx9tgc5Gfq6y3aBa,TWICE,MOONLIGHT SUNRISE,Republic Records - TWICE,24,-1,6,437263,3
192,spotify:track:09mEdoA6zrmBPgTEN5qXmN,The Weeknd,Call Out My Name,Universal Republic Records,16,175,33,436875,3
193,spotify:track:2DwUdMJ5uxv20EhAildreg,NewJeans,Cookie,ADOR,97,166,12,436649,3
194,spotify:track:0EcQcdcbQeVJn9fknj44Be,Lauv,I Like Me Better,Lauv,3,189,293,436286,3
195,spotify:track:1r03A3l9m1XWR9iGFuGQbe,"Calvin De Leon, Kiyo",Ano Na? (feat. Kiyo),1325426 Records DK2,143,-1,4,431976,3
196,spotify:track:61AZsmFB3VoJdmraMk5ZSn,"TAEYANG, Jimin",VIBE (feat. Jimin of BTS),THEBLACKLABEL,39,-1,7,431796,3
197,spotify:track:0dJPIIlTmVM0lambbFgAYq,December Avenue,Eroplanong Papel,Tower of Doom Music,89,199,65,430814,3
198,spotify:track:5Ro6MdZGgce4PEuaFCJYPq,Eraserheads,Ligaya,Musiko,87,-1,24,429788,3
199,spotify:track:1yDiru08Q6omDOGkZMPnei,Ben&Ben,Maybe The Night,Warner Music Philippines,1,-1,264,424950,3
200,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,2,190,71,424490,3
