rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,stream_category
17,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,Midnight Rain,Taylor Swift,2,16,13,1289475,9
18,spotify:track:16iRlyUMJVPqz62DlomMre,NOBITA,Ikaw Lang,IndieTV,2,15,86,1288273,9
19,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,19,34,7,1278704,9
20,spotify:track:2e7iqtA42EPXTtiiAlblC1,Moira Dela Torre,"Babalik Sa'yo (from ""2 Good 2 Be True"")",ABS-CBN Music,2,14,22,1277178,9
21,spotify:track:2xRGPubKBTHX6iyrpQvtCy,"Chris Brown, Ludacris",Wet The Bed (feat. Ludacris),Jive,4,13,9,1266172,9
22,spotify:track:2vnd3JVvcLs2LxRFwC6mKu,Shanti Dope,City Girl,Universal Records,22,30,7,1265896,9
23,spotify:track:3nqQXoyQOWXiESFLlDF1hG,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),EMI,7,18,17,1227818,9
24,spotify:track:0kDeE8TezXDY1QadpjAQQq,Kenaniah,Bahala Na,O/C Records,24,31,15,1185117,9
25,spotify:track:3W4U7TEgILGpq0EmquurtH,"yuji, putri dahlia",Old Love,yuji,23,23,20,1172365,9
26,spotify:track:0HAG6nIiEKd75yGpovuSJQ,Arthur Nery,Isa lang,Viva Records,2,17,57,1172182,9
27,spotify:track:5xwBIieMMFUmLDgvG4DjFe,Stacey Ryan,Fall In Love Alone,Island Records,17,22,14,1146625,9
28,spotify:track:0a4MMyCrzT0En247IhqZbD,NewJeans,Hype Boy,ADOR,19,25,24,1132383,9
29,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Under The Influence,Chris Brown Entertainment/RCA Records,3,20,25,1127615,9
30,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,golden hour,JVKE,30,36,20,1114594,9
31,spotify:track:1gH1h30wkQdd9zhY3j7a8T,Rex Orange County,THE SHADE,Rex Orange County,3,32,29,1077000,9
32,spotify:track:5Odq8ohlgIbQKMZivbWkEo,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),Atlantic Records,1,29,30,1066694,9
33,spotify:track:08MFgEQeVLF37EyZ7jcwLc,Zack Tabudlo,Pano,Universal Music Philippines Inc.,1,37,58,1066656,9
34,spotify:track:26hOm7dTtBi0TdpDGl141t,Joji,Die For You,88rising Music/Warner Records,4,33,11,1061313,9
35,spotify:track:4z7xboLD3PqY9dOUscS2ly,mrld,Ikaw Pa Rin,O/C Records,35,43,15,1045472,9
36,spotify:track:2jbf9EytR7fzpSrPWAYCf9,Adie,Paraluman,O/C Records,3,35,89,1044049,9
37,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,4,26,42,1040749,9
38,spotify:track:4fsQ0K37TOXa3hEQfjEic1,LE SSERAFIM,ANTIFRAGILE,SOURCE MUSIC,21,21,14,1019110,9
39,spotify:track:61AZsmFB3VoJdmraMk5ZSn,"TAEYANG, Jimin",VIBE (feat. Jimin of BTS),THEBLACKLABEL,39,-1,1,1010510,9
40,spotify:track:0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,Epic,4,19,13,1006790,9
41,spotify:track:6FIEuf1JIzmCtach0gXpeG,Up Dharma Down,Tadhana,Viva Records,28,50,305,987148,9
42,spotify:track:2wSTnntOPRi7aQneobFtU4,SZA,Shirt,Top Dawg Entertainment/RCA Records,27,41,12,975725,9
43,spotify:track:4ewazQLXFTDC8XvCbhvtXs,Joji,Glimpse of Us,88rising Music/Warner Records,1,40,32,961490,9
44,spotify:track:2m6Ko3CY1qXNNja8AlugNc,Troye Sivan,Angel Baby,EMI Recorded Music Australia Pty Ltd,1,38,71,939616,8
45,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,37,44,23,924441,8
46,spotify:track:0WZqHCoOBXqgCCIsUZLC2a,Arthur Nery,Pagsamo,Viva Records,1,39,68,910145,8
47,spotify:track:5CUQnKjA6nlteCnxMKsjIu,Adie,Tahanan,O/C Records,6,42,59,905810,8
48,spotify:track:1oYQtNQUxSODedcc5hPmp9,Ace Banzuelo,Muli,Sony Music Entertainment,2,46,36,879693,8
49,spotify:track:0o9zmvc5f3EFApU52PPIyW,Fujii Kaze,Shinunoga E-Wa,Universal Music LLC,24,45,21,874489,8
50,spotify:track:3h8uWt8HNyDNubPSEBgTPG,Zack Tabudlo,Yakap,Universal Music Philippines Inc.,41,51,15,864424,8
51,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,"Big Machine Records, LLC",12,52,63,828349,7
52,spotify:track:0QzuaeCEEOV40Pn7IvKEny,dhruv,double take,Little Worry/RCA Records,1,47,82,804139,7
53,spotify:track:6VhuP99TE6gYNQRJIlAWFD,Stephen Sanchez,Until I Found You,Republic Records,7,53,37,780445,7
54,spotify:track:1AuxZd50Dpaz0cCWphYryh,iluna,panaginip,evosound,54,188,2,774015,7
55,spotify:track:5d9Rka4T0szdC1MobhtXrV,Ben&Ben,Paninindigan Kita,Sony Music Entertainment,25,56,38,760304,7
56,spotify:track:4tyEfRWLgYkWQaowoHXoba,Moira Dela Torre,Kumpas - Theme of “2 Good 2 Be True”,Star Music,8,48,33,760301,7
57,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,3,57,13,747127,6
58,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,1,99,317,733326,6
59,spotify:track:2BDrpeAnTxCurLt38yDSrE,Lo ki,Kagome,DRP Records,6,49,45,727764,6
60,spotify:track:3WUEs51GpcvlgU7lehLgLh,Ben&Ben,Kathang Isip,Warner Music Philippines,2,68,266,725800,6
61,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,Republic Records,11,12,12,709359,6
62,spotify:track:7gRFDGEzF9UkBV233yv2dc,BLACKPINK,Shut Down,YG Entertainment,1,55,18,697505,6
63,spotify:track:4rG3h1QwgjSSWz8EIjCFrm,Ben&Ben,Araw-Araw,Sony Music Entertainment,23,69,175,691384,6
64,spotify:track:50x1Ic8CaXkYNvjmxe3WXy,New West,Those Eyes,Republic Records,57,61,28,691069,6
65,spotify:track:2pIUpMhHL6L9Z5lnKxJJr9,NewJeans,Attention,ADOR,30,62,23,690731,6
66,spotify:track:3Eb5sztvEMa0Mqnb8DUAlU,IV Of Spades,Come Inside Of My Heart,Warner Music Philippines,44,60,95,683659,6
67,spotify:track:7ArVzlFsFsQXNseVXmdOyk,Denise Julia,NVMD,Denise Julia,14,59,39,679741,6
68,spotify:track:7gfrASeOt73YWvpIv1fU8E,Arthur Nery,Higa,O/C Records,10,54,137,677434,6
69,spotify:track:3PgjBOoA5OytNGkglObpOd,Ben&Ben,Sa Susunod na Habang Buhay,Sony Music Entertainment,2,70,151,668392,6
70,spotify:track:4D7BCuvgdJlYvlX5WlN54t,Taylor Swift,"You're On Your Own, Kid",Taylor Swift,6,63,13,649621,5
71,spotify:track:3OM6qQmdFV6uy61GIqpRtf,Rex Orange County,AMAZING,Rex Orange County,23,67,23,649109,5
72,spotify:track:5TTXEcfsYLh6fTarLaevTi,NIKI,lowkey,88rising Music,26,66,157,644824,5
73,spotify:track:4JSDhJVmo2UqdF7nxbyenn,Hale,Kung Wala Ka,Polyeast,47,81,302,642573,5
74,spotify:track:0mL82sxCRjrs3br407IdJh,The Weeknd,Is There Someone Else?,XO / Republic Records,52,75,38,641673,5
75,spotify:track:1lORkxEMmsCZqhoxcmk3A3,Bruno Major,Nothing,Bruno Major,20,-1,49,628511,5
76,spotify:track:4IeuTj1pEHuL9vJSiEqEfR,mrld,Ligaya,O/C Records,18,65,59,625708,5
77,spotify:track:1wtOxkiel43cVs0Yux5Q4h,"Taylor Swift, Lana Del Rey",Snow On The Beach (feat. Lana Del Rey),Taylor Swift,4,77,13,617353,5
78,spotify:track:2xCkiGqGMkAIg6fQTag51C,Unique Salonga,Sino,O/C Records,56,64,75,610946,5
79,spotify:track:1RDvyOk4WtPCtoqciJwVn8,"Jung Kook, BTS, FIFA Sound",Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC,35,85,9,605992,5
80,spotify:track:5NvOZCjZaGGGL597exlQWv,Ricky Montgomery,Line Without a Hook,Warner Records,10,73,72,603633,5
81,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,20,82,82,599986,5
82,spotify:track:1bDbXMyjaUIooNwFE9wn0N,"Drake, 21 Savage",Rich Flex,OVO / Republic Records,44,76,11,591833,5
83,spotify:track:5MYPzdIWgx3pMLRGlq2fVq,Zack Tabudlo,Asan Ka Na Ba,Universal Music Philippines Inc.,6,80,43,589685,5
84,spotify:track:6wdCelHrPh7UfliNjwRTUv,Ben&Ben,Leaves,Warner Music Philippines,40,96,260,587677,5
85,spotify:track:3qoftcUZaUOncvIYjFSPdE,Taylor Swift,Bejeweled,Taylor Swift,8,79,13,585080,5
86,spotify:track:63bmIgH9sS6sX5Sc7MetGq,Zack Tabudlo,Habang Buhay,Universal Music Philippines Inc.,2,97,69,584158,5
87,spotify:track:55RMhrPQYA6vLu5YMgXxFD,Zack Tabudlo,Binibini,Universal Music Philippines Inc.,1,86,94,583978,5
88,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,6,83,70,581606,5
89,spotify:track:7C9Knp9FzLY6RwgktmW9Ge,"Because, Leslie",BMW,Viva Records,4,74,70,580953,5
90,spotify:track:135ggzbjOogZ75IQ0LQi8r,Eraserheads,Ang Huling El Bimbo,Musiko,43,101,305,576162,5
91,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,1,95,118,574388,5
92,spotify:track:0D1ecMMsSIpJbjPoJMHGkV,Parokya Ni Edgar,Your Song,Universal Records,34,114,280,572495,5
93,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,Warner Records,10,89,68,572111,5
94,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,86,98,18,567603,5
95,spotify:track:0bhzB5PBUVqZSux5Y7t5ED,Silent Sanctuary,Ikaw Lamang,Universal Records,48,102,161,564348,5
96,spotify:track:68HocO7fx9z0MgDU0ZPHro,NIKI,Every Summertime,"MARVEL/Hollywood Records, Inc./Interscope Records",2,84,57,563606,5
97,spotify:track:0tr6XR58KBdDYd8qvHVTs8,Taylor Swift,Back To December,"Big Machine Records, LLC",54,103,27,558821,5
98,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,13,90,130,554481,5
99,spotify:track:1NpDnkQO0yWxTtntrC0UNz,Rihanna,California King Bed,Def Jam Recordings,57,88,9,552995,5
100,spotify:track:2GAhgAjOhEmItWLfgisyOn,SZA,Low,Top Dawg Entertainment/RCA Records,100,151,3,550910,5
101,spotify:track:5F1ZmucV0uJY14y2dYKePa,Joji,Sanctuary,88rising Music/Warner Records,17,78,147,546620,4
102,spotify:track:5l9g7py8RCblcvbZgGQgSd,Ben&Ben,Pagtingin,Sony Music Entertainment,2,110,194,544587,4
103,spotify:track:7es56D0QedGMsK39wl2yFX,ASTN,Happier Than Ever,ASTN,90,-1,16,543781,4
104,spotify:track:1fDFHXcykq4iw8Gg7s5hG9,The 1975,About You,Dirty Hit,87,87,13,541924,4
105,spotify:track:4u8RkgV6P4TLi89SmlUtv8,IV Of Spades,Mundo,Warner Music Philippines,1,117,258,536739,4
106,spotify:track:3CP6W4N2CnsZgejmUprD6v,Emman,Teka Lang,1860647 Records DK,1,-1,78,536202,4
107,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,Bad Habit,L-M Records/RCA Records,57,94,27,536098,4
108,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,9,92,62,533990,4
109,spotify:track:5zwwW9Oq7ubSxoCGyW1nbY,BLACKPINK,Pink Venom,YG Entertainment,1,72,22,530002,4
110,spotify:track:6YjKd9oPXKqjLUVPo4Y0oi,Ben&Ben,The Ones We Once Loved,Sony Music Entertainment,10,100,21,528557,4
111,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,111,127,18,521610,4
112,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,6,106,41,519371,4
113,spotify:track:663vZfMh88Uo2bfTx6wiE4,"Janine Teñoso, Arthur Nery",Pelikula,Viva Records,32,107,79,518757,4
114,spotify:track:3eX0NZfLtGzoLUxPNvRfqm,Taylor Swift,Maroon,Taylor Swift,5,108,13,517102,4
115,spotify:track:4iRRAvxPPWXQp3mV1rAbPF,NOBITA,Unang Sayaw,Sony Music Entertainment,12,120,66,514294,4
116,spotify:track:3vGkyQlCw8LklNip0ZUELC,Join The Club,Nobela,Universal Music Philippines Inc.,31,197,140,513013,4
117,spotify:track:20gchtRYM7bFiOjYKQB8zZ,The Itchyworms,Beer,Universal Records,94,129,21,510267,4
118,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,134,48,507065,4
119,spotify:track:2gYj9lubBorOPIVWsTXugG,IVE,After LIKE,Starship Entertainment,18,71,22,506019,4
120,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,Strawberries & Cigarettes,EMI Recorded Music Australia Pty Ltd,22,112,161,504659,4
121,spotify:track:5enxwA8aAbwZbf5qCHORXi,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,122,62,502099,4
122,spotify:track:76OGwb5RA9h4FxQPT33ekc,Rosa Linn,SNAP,Columbia,33,113,25,495093,4
123,spotify:track:2yjlYDiNiQkdxVqTlaSrlX,Nicki Minaj,Super Freaky Girl,Republic Records,13,105,23,494699,4
124,spotify:track:1r6qzxz77Tvbrvqd1Q1MIN,"Justine Skye, Tyga",Collide (Sped Up Remix),Nynetineth LLC,107,116,6,492711,4
125,spotify:track:2kSb3wYSOV996xA2NSmpck,Kali Uchis,Melting,Kali Uchis LLC,91,109,9,492205,4
126,spotify:track:2DwUdMJ5uxv20EhAildreg,NewJeans,Cookie,ADOR,119,119,5,491663,4
127,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,80,93,83,490375,4
128,spotify:track:3jiKUMXqwEodB7gVv1RMZU,"Bruno Mars, Anderson .Paak, Silk Sonic, Thundercat, Bootsy Collins",After Last Night (with Thundercat & Bootsy Collins),Aftermath Entertainment/Atlantic,98,115,11,490161,4
129,spotify:track:22I3h5AOENlH4CqXJsEbFR,"Justine Skye, Tyga",Collide (feat. Tyga),Nynetineth LLC,129,144,4,487769,4
130,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,"Big Machine Records, LLC",69,111,123,486569,4
131,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),Golden Child Recordings,12,145,265,486419,4
132,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,125,80,484410,4
133,spotify:track:1cKHdTo9u0ZymJdPGSh6nq,"The Weeknd, Gesaffelstein",I Was Never There,Universal Republic Records,108,131,28,480763,4
134,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",51,132,35,478296,4
135,spotify:track:5WxVXxCMRnvxUKFq40ELwq,"RAYE, 070 Shake",Escapism.,Human Re Sources,135,147,3,475959,4
136,spotify:track:1o1Z58MIuGdh6wWjAVaKk3,PLAYERTWO,THAT'S MY BABY,PLAYERTWO,136,158,3,473215,4
137,spotify:track:3pCt2wRdBDa2kCisIdHWgF,Pamungkas,To the Bone,Mas Pam Records,5,104,85,472812,4
138,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,"Big Machine Records, LLC",77,123,66,470033,4
139,spotify:track:5ABJ0rNmVmLsyiPxOEwe9e,Silent Sanctuary,Bumalik Ka Na Sa'kin,"Ivory Music & Video, Inc.",91,91,30,465124,4
140,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,Olivia Rodrigo PS,4,139,87,463844,4
141,spotify:track:2oupN96VwNrbONyMtTWGjH,"Nik Makino, Flow G",MOON,Kino Sound,14,124,33,459180,4
142,spotify:track:2bOIWTTDL1XmHcaPWaCdek,Ric Segreto,Don't Know What to Say - Don't Know What to Do,Vicor Music Corporation,100,143,34,457279,4
143,spotify:track:22Nd3GuO7sHopPjdKccRcq,mrld,An Art Gallery Could Never Be As Unique As You,O/C Records,129,164,28,456372,4
144,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,CUFF IT,Parkwood Entertainment/Columbia,63,128,15,456236,4
145,spotify:track:22bPsP2jCgbLUvh82U0Z3M,Taylor Swift,The Way I Loved You (Taylor’s Version),Taylor Swift,17,140,34,456132,4
146,spotify:track:2CSRrnOEELmhpq8iaAi9cd,SZA,Blind,Top Dawg Entertainment/RCA Records,110,180,4,455916,4
147,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,Interscope Records,55,130,29,454480,4
148,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Atlantic Records,53,133,264,454170,4
149,spotify:track:5Ro6MdZGgce4PEuaFCJYPq,Eraserheads,Ligaya,Musiko,87,126,18,452142,4
150,spotify:track:2aJnyNu4PQxQ2lyj5boiMG,SZA,I Hate U,Top Dawg Entertainment/RCA Records,17,-1,20,451804,4
151,spotify:track:5FAa20dKuaEaRHz9rzRw7X,Wilbert Ross,LANGGA,Viva Records,113,146,12,451418,4
152,spotify:track:4PMqSO5qyjpvzhlLI5GnID,SZA,Good Days,Top Dawg Entertainment/RCA Records,15,163,29,446115,3
153,spotify:track:1dcNEEtODRVZEevQ20Cgmy,Zack Tabudlo,Nangangamba,Universal Music Philippines Inc.,4,141,94,445765,3
154,spotify:track:24ngpWhBOxKJtIPnzSNX8c,December Avenue,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),Tower of Doom Music,12,159,171,445584,3
155,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,Juice WRLD Mixtape / ISR P&D,155,161,2,444955,3
156,spotify:track:69u8qQcaA3o0A7Ko87juqp,Orange & Lemons,Hanggang Kailan - Umuwi Ka Na Baby,Universal Records,48,160,207,438133,3
157,spotify:track:08hFNg8Oz3lvaAms7qrIif,Hale,The Day You Said Goodnight,PolyEast Records,41,136,228,437767,3
158,spotify:track:0EA8jl8Wje9ALRKC8Qlzyt,"Arthur Nery, Jason Dhakal",Happy w u,Viva Records,21,138,79,436875,3
159,spotify:track:4mzP5mHkRvGxdhdGdAH7EJ,Zack Tabudlo,Give Me Your Forever,Universal Music Philippines Inc.,21,154,64,435857,3
160,spotify:track:0xaKCWpX4CBSqwh7CQa4EG,Al James,PSG,Al James,9,118,53,435447,3
161,spotify:track:011GTFfE8rqTRMhz5g8IAW,"Al James, Rjay Ty, Lexus",Repeat,Al James,39,137,51,435105,3
162,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,66,142,20,432076,3
163,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,9,153,33,429623,3
164,spotify:track:1NopgVCMVhCKIm64tF7auX,Eraserheads,With A Smile,Musiko,59,135,112,426958,3
165,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,11,155,31,416173,3
166,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,2,171,64,415693,3
167,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,Too Good At Goodbyes,Capitol,1,195,226,415069,3
168,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,76,150,24,406834,3
169,spotify:track:2aTKrdenCq5qBOoJPFdn4P,Jamie Miller,Here's Your Perfect,Atlantic Records,2,189,78,405480,3
170,spotify:track:3U8MbjNAP56IrzpbEFn1qN,Al James,Pa-umaga,ProducedbyJimP,53,148,90,401216,3
171,spotify:track:1Fid2jjqsHViMX6xNH70hE,Seafret,Atlantis,Sweet Jane Recordings,26,162,30,399356,3
172,spotify:track:2p8IUWQDrpjuFltbdgLOag,The Weeknd,After Hours,Republic Records,52,176,21,397736,3
173,spotify:track:3NanY0K4okhIQzL33U5Ad8,PinkPantheress,Boy's a liar,Warner Records,173,177,4,394822,3
174,spotify:track:6NnCWIWV740gP7DQ8kqdIE,(G)I-DLE,Nxde,Cube Entertainment,75,121,12,392573,3
175,spotify:track:4h4QlmocP3IuwYEj2j14p8,"Nicky Youre, dazy",Sunroof,Thirty Knots/Columbia,23,152,40,388013,3
176,spotify:track:1cknB5OmLMuJFmdDzQpCIv,South Border,Rainbow,PolyEast Records,53,178,317,387808,3
177,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,13,170,69,387323,3
178,spotify:track:2CcQDI2IDhHbmBIFup58JE,Ariana Grande,Daydreamin',Universal Records,128,149,15,379583,3
179,spotify:track:0O6u0VJ46W86TxN9wgyqDj,"Post Malone, Doja Cat",I Like You (A Happier Song) (with Doja Cat),Mercury Records/Republic Records,44,190,33,379133,3
180,spotify:track:00mBzIWv5gHOYxwuEJXjOG,December Avenue,Sa Ngalan Ng Pag-Ibig,Tower of Doom Music,2,179,256,378832,3
181,spotify:track:1dB1kzLOjTcmSHttRd8bnV,Clinton Kane,I GUESS I'M IN LOVE,Columbia,4,-1,46,378770,3
182,spotify:track:5QM0SsyzmBM0pbFY52Xj1X,Sam Smith,I'm Not The Only One,Capitol,62,165,116,375023,3
183,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,80,157,130,372768,3
184,spotify:track:09WPbmLdcBhJPcJwEJc1Yv,"Parokya Ni Edgar, Happee Sy",Pangarap Lang Kita,Universal Records,162,-1,8,370508,3
185,spotify:track:0EcQcdcbQeVJn9fknj44Be,Lauv,I Like Me Better,Lauv,3,191,289,368931,3
186,spotify:track:6brl7bwOHmGFkNw3MBqssT,Ne-Yo,So Sick,Def Soul,77,198,263,368227,3
187,spotify:track:6koKhrBBcExADvWuOgceNZ,"SZA, Travis Scott",Open Arms (feat. Travis Scott),Top Dawg Entertainment/RCA Records,150,199,4,367923,3
188,spotify:track:4cktbXiXOapiLBMprHFErI,Maroon 5,Memories,Interscope Records*,1,-1,132,366814,3
189,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,22,196,108,366186,3
190,spotify:track:6Al0RruBBzC6ft8u1p78hG,Silent Sanctuary,Kundiman,Universal Records,80,-1,82,364748,3
191,spotify:track:43t6oyPWJ67nifk7JgDgoI,"Cliff, Yden",Sunsets With You,Warner Music Philippines,60,-1,28,363996,3
192,spotify:track:4qu63nuBpdn0qHUHuObEj1,"Marshmello, Jonas Brothers",Leave Before You Love Me (with Jonas Brothers),Republic Records,37,172,58,363148,3
193,spotify:track:1iphKsRTqRl7KZeOZwILGF,APO Hiking Society,When I Met You,Universal Records,49,-1,91,362112,3
194,spotify:track:1yDiru08Q6omDOGkZMPnei,Ben&Ben,Maybe The Night,Warner Music Philippines,1,169,260,361704,3
195,spotify:track:5zMR44ZH4KVZj4FlhTj3SE,Callalily,Magbalik,Musiko,58,-1,183,361688,3
196,spotify:track:1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,XO / Republic Records,11,168,91,361608,3
197,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,3,175,94,360852,3
198,spotify:track:1FxGqFnJkRgJ5LG2NBRTh3,Morissette,"Gusto Ko Nang Bumitaw - From ""The Broken Marriage Vow""",Star Music,90,193,18,360812,3
199,spotify:track:04qDUASuSfVp6fktfsxVej,"Caleb Santos, Viva Music Publishing Inc.",I Need You More Today,Viva Records Corporation,89,174,143,360704,3
200,spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl,LANY,Malibu Nights,Polydor Records,2,187,224,360275,3
